0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,target
0.0067608356,0.09815295,0.1711483,0.28545916,0.1940566,0.03978925,0.09532022,0.01987032,0.024906311,0.027232172,0.064673565,-0.011269764,0.057585806,0.08424815,0.25268662,0.022077369,0.15624136,0.1410613,0.015706375,0.14969924,0.10073468,0.23298733,0.014589636,0.040775925,0.046094753,0.091057144,0.17613056,0.04441909,0.23023732,0.009057095,0.25881428,0.15878534,0.09701273,0.18060026,0.04699763,0.056934234,0.070122376,0.2865786,0.032167405,0.14125581,0.021133808,0.09434592,-0.046770193,0.27906954,0.28114805,-0.009523116,-0.0041224733,0.030479975,0.032740165,0.22997275,<http://example/Drug/DB00002>
0.075755276,0.19959779,0.1516926,0.2729055,0.0068329303,0.02094877,0.13021198,0.07395561,0.045239594,0.0628603,0.067217216,0.0029611022,0.18860584,0.07220946,0.19986321,0.15038852,-0.049270555,0.039628927,0.005771491,0.060634047,0.30285743,0.14910129,0.040447786,0.074374646,0.22415584,0.052964326,0.060526945,0.04157687,0.0846996,0.014530133,0.29519334,0.04447968,0.0363274,0.002658663,0.27286208,0.15810628,0.04448823,0.28511775,0.29948834,0.169245,0.0118537145,0.05848077,0.009998238,-0.036871478,0.15939237,0.13158756,0.2650633,0.07149889,0.034381617,-0.005328506,<http://example/Drug/DB00028>
0.021130579,0.07354456,-0.048232444,-0.009862855,0.027391037,0.24767913,-0.01812471,-0.19556746,0.2526704,0.14868405,-0.12753941,-0.17758493,-0.056819692,0.19825847,0.011898135,0.01820783,-0.2352799,0.108973645,-0.16247325,0.1612575,0.04541846,0.10353187,0.05547886,0.070360474,-0.08858772,0.00011291313,0.090886325,-0.12805885,0.09703052,-0.09294542,-0.013707972,-0.1254088,0.1219472,-0.07901903,-0.11386044,0.20760694,0.21542451,0.14473131,0.13969654,-0.05951092,-0.06834342,0.092925884,-0.28740916,-0.090937294,0.040910035,0.013753815,0.16132034,0.15130016,0.29575983,-0.13271938,<http://example/Drug/DB00112>
0.009982802,0.09243447,-0.12011323,0.13727687,0.047619805,-0.21071708,0.068503216,-0.17682502,-0.19827029,-0.094943,0.10932805,-0.59241015,-0.1172511,0.040739227,-0.006513087,0.034346953,-0.27749017,0.09988208,-0.052313212,0.120080985,0.13459833,0.15484804,0.013696395,-0.066294946,0.048988435,0.028255872,0.100609235,-0.10100643,0.012751015,-0.29543108,0.028912412,0.05928203,0.04062498,-0.07075653,-0.04008491,-0.1588656,0.042920794,-0.042934477,0.0669514,-0.05631713,0.123876,-0.21289778,-0.018507084,-0.04400179,0.03584766,0.048106603,0.10448851,0.07787621,-0.014825872,-0.19547224,<http://example/Drug/DB00186>
0.037806533,0.19286765,-0.10091763,-0.08346398,0.04494087,0.010122368,0.13376093,-0.23998372,-0.13292538,-0.059226304,-0.046055604,0.115792245,0.08873313,0.055108108,-0.034679286,0.26113096,-0.16478841,0.20472229,-0.11073456,0.08226974,0.043397,0.25506052,-0.1845083,0.2516857,-0.06442841,0.017283909,0.10171512,-0.100714445,-0.001147704,-0.20314732,-0.059651706,-0.15241274,0.040883232,-0.120600626,-0.14387004,-0.2764936,0.18469138,-0.01168732,0.023013152,-0.20663567,-0.065218836,-0.07522561,-0.27707067,-0.09150199,0.06144455,0.065862626,-0.042207047,0.14244539,0.25526837,-0.14514205,<http://example/Drug/DB00193>
0.060705815,0.09501345,0.053115234,0.25609198,0.012496277,0.052797794,0.0016414304,-0.06257469,-0.09926893,0.021284716,0.009317222,-0.0032250984,-0.04205534,0.056890808,0.10887555,0.20691511,0.12712732,0.049286656,-0.021970564,0.06607143,0.12674381,0.15592279,0.02194507,0.39338592,0.04087977,0.02232901,0.40070888,0.2224762,0.35779566,-0.04808648,0.13727209,-0.031157874,0.07015319,0.23711893,0.08860205,0.17404692,0.11414842,0.05853037,0.2397783,0.12765494,0.024949286,0.100261815,0.13678445,-0.052411377,0.13371335,0.053237375,0.015914481,0.069510125,0.030100076,0.027071081,<http://example/Drug/DB00207>
0.010405999,-0.013596154,-0.07983128,-0.06967749,0.06904069,-0.21188512,-0.04100411,-0.2320336,-0.207812,0.04223728,-0.16951863,-0.4559487,-0.1588675,0.057759296,0.119657576,0.13245691,-0.042874202,0.086002134,-0.108655,0.20562185,0.1439018,0.04116986,-0.018415507,-0.04338661,-0.09640246,-0.011953511,0.09467541,0.029877486,0.07950583,-0.1734768,0.013436573,0.055835415,0.07086929,-0.016428296,-0.14358336,-0.26877373,0.035353128,-0.0434607,-0.017250447,-0.3400247,-0.06884554,0.038276486,-0.2692749,-0.15307227,0.13949087,0.018753896,-0.072905764,0.04665759,0.04440028,-0.13795401,<http://example/Drug/DB00316>
0.20946848,0.16510691,0.041417602,-0.072877035,0.03865503,-0.2276802,-0.05185623,-0.04657639,-0.15243995,0.19431534,-0.17661767,-0.0005695389,-0.14630838,0.06267684,-0.0863545,0.27155033,0.016365372,0.11110994,-0.07937626,0.11392603,0.05813689,0.09046387,0.14355846,0.14415547,0.08562912,-0.008473257,0.28367484,0.12376281,0.21121685,-0.22970022,0.08255398,-0.09895878,0.087430105,-0.099808805,-0.13624126,-0.2329488,0.20117313,0.14148319,-0.00061164086,-0.0045805206,-0.15201879,-0.08453194,-0.2697264,-0.07341503,0.041390125,0.17373826,-0.10002684,0.06847661,0.11171948,-0.07693204,<http://example/Drug/DB00317>
0.0050219866,0.02140031,-0.02023377,0.07963012,0.13945967,-0.18443376,-0.054825228,-0.22793221,-0.2809812,-0.050729454,0.0065623163,-0.4092647,-0.09976183,0.0062603815,0.009887919,0.009417022,-0.22357728,0.11663948,-0.08526684,0.16920047,0.018367171,0.012312234,-0.24175438,-0.047390126,-0.0978731,0.06696882,0.05215269,-0.1070158,0.08545635,-0.1619788,-0.07372199,-0.14713946,0.035437584,-0.08214541,-0.048184022,-0.29417497,0.10758087,0.029853404,-0.031725727,-0.30811068,-0.09744797,-0.054911114,-0.26619905,-0.18253706,0.020343315,0.0022314852,0.06666158,0.11197321,-0.040886298,-0.11935198,<http://example/Drug/DB00331>
0.0119643435,-0.023476211,-0.10259131,0.04220891,0.029983204,-0.18986228,-0.07831029,-0.21176992,-0.2619446,-0.06344756,-0.059125353,-0.46098796,-0.11367707,0.032087702,-0.03934933,-0.0027144458,-0.22087455,0.14405224,-0.09888536,0.16404566,0.08402271,0.056038983,-0.22468142,0.018957209,-0.10174976,-0.01211242,0.04488961,-0.12566593,-0.017244224,-0.08315596,-0.03821988,-0.15050818,0.036812175,-0.015689312,-0.14655338,-0.30808252,0.014240342,-0.014395967,-0.002978735,-0.28042808,-0.048730366,-0.14792678,-0.27151993,-0.1863996,0.023366742,0.013617558,-0.040700737,0.13680935,-0.036285736,0.002198519,<http://example/Drug/DB00335>
-0.002724342,-0.029166546,-0.072244994,-0.06311922,0.034133885,-0.18199575,-0.0714672,-0.21509561,-0.2705799,-0.06453242,-0.15252574,-0.42678067,-0.13527302,-0.014562229,-0.04025914,-0.0075948825,-0.2222237,0.062103007,-0.1793418,0.0674561,-0.00517112,0.0033843338,-0.23380853,-0.05791213,-0.09268378,-0.019708963,0.04835093,-0.117931485,-0.022045007,-0.19539191,-0.077153824,-0.13794285,0.011393666,-0.12696628,-0.13913143,-0.28003636,0.0037466972,-0.04974015,-0.02697106,-0.2980775,-0.105163395,-0.14127539,-0.257473,-0.17303398,-0.00279034,0.0003901459,-0.085989855,0.009445832,-0.043932747,-0.13275613,<http://example/Drug/DB00338>
0.0051826835,-0.025290027,-0.10159359,-0.04929804,0.12276314,-0.1787258,-0.037242766,-0.23651943,-0.29541034,-0.05817914,-0.05544822,-0.46464956,-0.03983707,0.0010357159,0.06472784,0.07154492,-0.22249086,0.080293655,-0.1938767,0.12215726,0.058937583,0.024368985,-0.27123076,0.021439482,-0.09479195,-0.014295881,0.04757907,-0.13393591,0.036169488,-0.18962266,-0.08146516,-0.15168093,0.043691557,-0.055846576,-0.1361754,-0.29403538,0.037916582,-0.036450446,-0.02533991,-0.14702667,-0.10579651,-0.10878285,-0.2635538,-0.18789211,0.014497781,0.020455528,-0.04042609,0.036720242,0.02856609,-0.094397016,<http://example/Drug/DB00361>
0.17968486,0.11828773,-0.08376333,-0.059772708,0.03132448,-0.085792586,0.04925009,-0.19390346,-0.15613815,-0.057641253,-0.15557572,-0.43017307,-0.14503416,0.025834218,-0.036500327,0.003909323,-0.2337696,0.06939958,-0.14043131,0.108755864,0.0857881,0.02590674,-0.26168084,-0.03550814,-0.079000965,0.04939744,0.13282102,-0.12642817,0.0698918,-0.15055446,-0.074990235,0.0012346016,0.006571255,-0.136283,-0.0019928382,-0.22292583,0.10183053,0.072922885,-0.014573381,-0.32566032,-0.032337286,-0.092578374,-0.26623765,-0.18772456,0.1106361,0.06606186,0.07181371,0.06446256,0.018322844,-0.13312563,<http://example/Drug/DB00381>
0.012466794,0.3379624,0.17153588,0.030105362,0.022677314,-0.04776405,0.063202836,0.16727443,0.042171232,0.044013105,0.21108183,0.32193464,0.27444467,0.09832189,0.054160252,0.09551941,0.15075727,0.26745552,0.009361009,0.07065676,0.074680455,0.037501864,0.0137135945,0.2990399,0.07582899,-0.028203756,0.0641514,-0.051680814,0.091697544,0.019337649,0.030846361,0.1910648,0.009468219,0.058894057,0.092109874,0.069039635,0.054102667,0.056070354,0.17850804,0.06803582,0.11444775,0.08713422,0.20917217,-0.02353186,0.29686183,0.20075008,-0.07955872,0.049443025,0.0018271117,0.003267932,<http://example/Drug/DB00421>
0.0056107417,0.121453814,-0.13603218,-0.082024716,0.087783575,-0.04778277,0.050029375,-0.11943989,-0.23314606,0.22298904,-0.24320024,-0.1889348,-0.11971253,0.058323476,0.12561086,0.042468246,0.0008562199,0.18413292,0.12834442,0.115245976,0.06481764,0.055241663,-0.39475757,0.19714905,-0.027693816,-0.019746393,0.078844726,-0.15931298,0.025942903,-0.1292116,-0.09696997,0.08166615,0.06794478,-0.124830544,0.16713828,-0.2629731,0.10509132,0.06655895,0.018485073,-0.025962528,0.11374873,0.038417276,-0.1925706,-0.15914048,0.111766785,0.06968767,0.08176438,0.21384591,0.03196342,-0.17494825,<http://example/Drug/DB00437>
