ProteinID
Q9BVG9
Q9NXE4
Q9NY59
Q9Y2Q0
P17252
P48651
Q9UG56
Q8WTV0
P22557
P23434
P41250
Q14032
Q14330
Q6IB77
Q7Z2H8
Q8WU03
Q969I3
Q9H598
Q9P0Z9
Q9Y345
P48067
P23415
P48167
O75311
P23416
O15528
O00764
P06732
P12532
P12277
P17540
P48029
Q14353
Q15031
O60294
Q9UIC8
Q9P2J5
Q9UGM6
P23381
P48775
P17752
Q8IWU9
P14902
P49589
P16455
Q9BZV2
Q9HA77
Q16878
Q9H3S4
O60779
P13584
Q6VVX0
O95865
O94760
P29475
Q6TGC4
Q9ULC6
Q9ULW8
Q9Y2J8
Q9UM07
P26639
Q9BW92
O60701
P07327
Q00796
P08319
P00326
P00325
P40394
P21695
Q6ZMR3
P11766
P15121
Q99714
P40926
P00338
P23368
P51659
Q9BYZ2
P07864
P07195
Q08426
Q16836
Q16798
Q02338
P40925
P31937
P37058
P04035
P48163
O43175
P56937
P51553
O43837
P50213
P14061
P37059
Q92781
O95479
Q92506
P17516
P12268
P42330
P15428
Q13630
Q04828
P28845
P26439
P14060
P20839
P40939
P05091
P80365
P52895
Q15738
P48448
Q02252
P30838
P00352
O14556
P49189
P47895
P30837
P43353
P04406
O94788
P51648
P49419
Q96C36
P32322
P29803
P08559
P53004
P16219
P00374
Q02218
Q9UBM7
P16083
P03891
P03897
O75251
P30038
P00387
Q86Y39
P03905
P09417
P03886
Q13423
Q16718
Q16795
P03901
O95299
O95182
O15239
P03923
P03915
O00483
P56556
O14561
O43678
P51970
O95167
O95169
O95298
O75438
P28331
O96000
O95168
O43676
O95178
P17568
Q9Y6M9
O75306
O43674
O43677
O95139
P56181
P09622
O75489
Q9UI09
O43920
O43181
P49821
P19404
Q9P0J0
O75380
Q9NRX3
O00217
P10515
Q15800
P09601
P30519
P05093
P14679
Q06278
P28332
P14550
P14207
P41439
Q92820
Q96J66
Q96NT5
Q9H2D1
P37231
Q03181
O60488
O95573
O14842
Q5JTZ9
P49588
P43007
P26640
Q96NR8
O75911
Q6NUM9
Q8TC12
Q9BTZ2
Q9HBH5
Q9NYR8
O95237
P09455
Q8NBN7
P10745
P12271
P04798
O43174
P82980
Q96R05
P02753
P50120
O75469
P05771
P09917
P23743
P62714
P67775
Q9UDX3
Q9UDX4
O76054
P15559
P00441
P49638
Q9Y234
O43766
P16435
Q9NSE4
P45954
P41252
Q8TE23
Q9NSA0
P51589
P05108
P20813
P02774
Q9BQB6
Q8N0U8
P22891
P02818
P11509
P42684
P45844
O95477
Q9UM73
Q13564
P10398
P37023
P49902
O43681
O60706
P31749
P25098
O14727
P36896
Q04771
Q96Q40
P12235
Q09428
Q9Y4W6
P35626
Q16671
Q07912
P00519
O43272
O43447
P23284
P45877
Q13427
Q7L3T8
Q53H96
Q96EM0
Q9UN76
Q99884
P0AF12
P24666
Q9BY49
P17802
Q8RLY5
P78362
Q5SL87
Q13126
Q05603
P22309
Q96I59
O43776
O94956
Q9Y694
Q9NPD5
P31645
P30556
P12821
P46059
Q16348
P04150
P08185
Q9UBS5
O75899
Q05940
Q01959
Q16568
Q96RJ0
P23975
P14416
P27338
P32239
P43681
P36544
P17787
Q15822
P32297
P30532
Q15825
Q9UGM1
Q9GZZ6
Q05901
P30926
Q16696
P20309
P11229
Q01740
P30536
P54855
P08588
Q13200
P20618
P28074
P49721
Q99460
O15431
Q14524
P35372
P28335
P41145
P41143
P03198
P00813
P07550
P10613
P15538
Q99808
P62508
P11474
P35503
P22310
P19224
Q9HAW7
Q9HAW9
Q9HAW8
P16662
P23141
Q99519
Q9Y3R4
P61177
P60725
P30542
P29274
P21817
P78527
O00329
P42336
P42338
Q13315
P08172
O76074
P18545
Q13956
Q12809
O95069
Q14500
P54219
Q9H244
P13631
P10826
P48443
P28702
P10276
P19793
P35348
P35368
P25100
P00797
P20648
Q13621
P35367
P28221
P28222
P30939
P08908
P28566
P41595
P34969
P48048
P43702
P43700
P11388
Q14654
Q92769
Q15166
O15554
Q09470
P98194
P30049
O00555
P14867
P47869
P34903
P48169
P31644
Q16445
P18505
P47870
P28472
Q8N1C3
P18507
Q99928
O14764
P78334
O00591
P24046
P28476
A8MPY1
Q9UN88
P00915
P00918
P22748
O15111
Q9NZK7
Q14432
Q04782
P23921
P31350
Q7LG56
P09884
Q07864
P56282
Q9NRF9
Q9NR33
P00491
P27707
Q9HAS3
Q15858
O14920
P28223
P21728
P21918
P35462
P21917
P46098
P50406
P08913
P18089
P18825
P08173
P08912
P0C0X2
P0C0X1
P31513
P11245
P35498
Q9NYB5
P0A7X3
P0A7V8
P03372
Q92731
P02766
P0AC13
P0A6J8
Q495M3
Q08257
P0AD68
Q13936
P54289
Q08289
O95180
Q9NY47
Q01668
Q13698
P25021
P02918
P02919
P0AEB2
P08506
P29275
P27815
P10827
P10828
P05543
Q6ZQN7
Q96BD0
Q01650
Q9NZV8
Q9UK17
P02763
Q9Y5Y9
P14324
O43451
P04746
P10253
P14410
Q63ZE4
Q86UW1
Q86UW2
Q9UIG8
P43088
P04083
P18858
P49916
Q13867
P19099
P11166
P04818
P06401
P06133
P34995
P04293
P54819
P27144
P15531
P22392
P44469
P0AD65
P45059
P24228
Q02641
Q06432
O00180
Q9Y257
Q9H252
Q9NS40
Q9H4B7
P43166
Q9UKV0
P50225
P49888
Q06520
Q75Y35
P0A3M6
Q8DNB6
Q7CRA4
P04629
Q16620
O43526
Q9H3N8
Q99720
O43525
P19971
P16066
P14555
Q8N8N7
Q9Y5Y4
Q07869
O95255
Q96FL8
Q7RTT9
P47898
P07003
P06715
P61889
P77390
P42345
P62942
O43497
P32754
P30531
P48066
P00492
P42971
Q12791
P69905
P07437
A2QLK4
Q9NYX4
P09038
P01133
P02675
P02679
P18405
P10275
P13945
Q01860
Q9Y5N1
P00720
P43119
P35869
Q02880
Q00975
Q8IZS8
P17405
P51170
P37088
P51168
P51172
P07202
P05023
O60840
P54284
O00305
P08235
P15056
P04049
P35916
P35968
P36888
P10721
P07949
P17948
Q15311
O95749
Q99456
P32238
P01008
P05546
P16152
Q8DR59
Q16739
P04278
P11168
Q89ZI2
Q07806
Q9X6W0
P04183
P33402
P55017
P51580
Q9X6V3
P72161
P30085
P32320
O00337
Q14542
O14646
P0ADY7
P08174
P26841
P0A7S3
P61073
P00811
O67854
P14770
P21554
P34972
Q9Y271
P62158
Q96SW2
O14788
P33151
O15530
Q14697
Q8TET4
O14746
O00264
P04731
P02795
O15432
P35670
Q04656
Q71U36
P68371
P83223
P29373
P29762
Q92206
P15502
P0A6E4
P78352
P08909
P68366
Q12882
Q16831
O95045
P11172
P51857
P31213
P00582
P39900
Q99250
P25101
P24530
P0A7S9
P0AG59
P0A7U3
O14649
Q9NPC2
Q16790
O43570
P52209
P41440
P15328
Q9P0X4
Q9UJT1
P23258
Q9UJT0
P05412
P06864
P43155
Q8N8R3
O43772
Q9UKG9
P23786
P50416
Q86VW1
P35499
P78348
Q9HB55
P19801
Q16515
P19634
Q9TRC7
O00519
Q13639
P27361
P54710
Q9NR96
P50135
P0A7Z4
P0A8V2
P0A8T7
P07900
P14625
P08473
P07333
Q08345
Q99758
P54750
Q01064
P49019
Q8TDS4
Q15274
P40261
Q8N695
P29074
Q13332
P23469
P38606
P03200
P0C002
P53848
P05107
P22102
P10109
Q08493
Q13946
Q9NP56
P41594
P25103
P02708
P11230
Q07001
P07510
Q04844
Q15125
O75795
Q96S37
Q9NRM0
P05230
P08620
O00748
Q9BYF1
Q9Y2I1
P52647
P17117
P0A7R5
P01130
P00558
Q99447
Q8TCD5
Q9NS75
P21462
Q13258
P05141
P12236
Q9NYK1
Q9NR97
P00363
Q14534
O14717
Q8NFJ5
P51843
P49788
P06149
P02359
P0A7V3
P0A7W7
P04156
P14489
P55011
Q9H2X9
Q9UHW9
Q9Y666
Q9UP95
P11387
Q969P6
P00807
P23297
P80511
P04271
Q99584
P29034
P43116
P0A7J6
Q16853
P12104
P03956
P08253
P08254
P09237
P22894
P14780
P09238
P24347
P45452
P50281
P51511
P51512
Q9ULZ9
Q99542
O60882
Q8N119
O75900
Q9Y5R2
Q9NPA2
Q9NRE1
Q9H306
Q9H239
P03176
Q86VL8
P24752
P24557
P04054
P21589
P51787
P15382
P26676
P22413
Q16647
P0AES6
P0AFI2
Q9ULX7
P07451
P29972
Q9HCR9
Q7Z2W7
O75762
Q8NET8
P0A749
P63316
P26447
P01189
P61278
P49146
P10696
Q23022
Q9N587
Q27218
P48181
Q14181
O95644
P60568
P13716
Q8WWZ7
P13569
P68871
P02794
P02792
P02787
P30273
P43115
Q9UI33
Q9NY46
Q07699
O60939
Q9NY72
Q8IWT1
P35218
Q9Y2D0
P23280
P35219
Q9NS85
O75493
Q8N1Q1
Q15842
O25608
P35408
O60658
O95263
P26358
P04637
P51812
P25963
P35610
Q9UHC9
P15144
Q9H222
Q9H221
Q9Y233
P48039
P49286
P06746
P32321
P30044
O75828
Q9NUT2
P25815
Q16850
P25024
P41180
P08192
P18440
P48544
P01584
P29466
P42574
P99999
P02585
P08700
P08686
Q96RD7
O43868
P0A953
P0AAI5
P0A6R0
P49327
P19838
P51788
Q99835
P10415
P0A0K8
Q2FGH1
P13500
P28482
P27986
O00459
Q92569
P11678
P46597
P27487
P16233
P07098
P08729
O75908
P55157
Q02127
Q14289
P12461
O60733
Q15111
O95665
P16109
Q9Y251
Q16558
Q9Y691
Q9NPA1
Q86W47
Q92952
Q9H2S1
Q9UGI6
Q02768
Q08210
P0A0N4
Q58L87
P18031
P16860
P17302
P19320
P16581
Q16665
P15289
P05186
Q51504
P0AEB3
P08100
P48051
P48549
P59768
Q6W5P4
P50859
Q16881
P24385
P05057
P00551
O00206
P11137
P78559
P09960
Q7L0J3
Q9H169
P21731
P04040
P27816
P10636
P01579
P12931
P29317
P06239
P07947
P51692
P06241
Q9A1X4
Q03518
O60664
P20645
P17936
P11717
O60894
O60895
O60896
Q16854
P33681
Q01718
P06850
Q00653
P44345
P76577
P27169
P0AFI5
P50052
P49841
P29218
O14732
P49228
P60723
Q01082
P20810
P49747
P21796
P45880
Q9Y277
Q9Y6R1
Q9Y6M7
Q2Y0W8
Q9BY07
Q6U841
P21439
P05231
P01138
P05113
P12724
Q02817
Q5SHN7
Q9HAB3
P41146
O60858
Q00441
P16444
P62594
P20594
P12758
P80188
P08870
Q9NWZ5
P46883
P37330
P00509
Q13370
Q79G13
P23919
P03007
Q9HU22
P06612
Q15788
Q15596
Q96C86
P06730
P02743
P39304
Q10588
P42443
Q59560
P17600
O14874
P60757
P07477
P19883
Q53908
P40871
P14900
P45066
Q9UKU7
P80040
P16930
P15259
P0A6I9
P0AEK4
P22262
P37672
Q9P2W7
Q9NP99
P26196
Q9NWT6
O25927
P21283
Q9HU21
Q9KVB4
P60174
O00204
Q14994
O66496
P02144
P13000
P16304
Q96MA6
P69441
P00568
Q79FX6
P08200
Q99798
P48735
O75874
P77541
P42768
P48632
P07822
P63208
P0ACC1
P07617
P22061
P11086
Q9WYV8
O60678
Q9WZX6
P13956
P44868
P04392
Q99873
P25924
Q8WTS6
P43912
Q9H2P9
P0A876
Q5SKH6
P07801
Q56308
Q86VU5
P56690
P49247
P0AGJ9
Q8WX39
Q16539
P68400
Q13526
P24941
Q99497
Q8DP79
Q84HQ2
Q5KWF3
P53674
O33830
P39593
P30305
P67910
P01308
Q16613
P62258
P53779
Q9UQF2
P45983
P33981
P0A6I3
Q13907
P62623
P39594
P10644
P30012
Q46822
P15273
P07478
P08631
Q9UBX1
P02788
O14792
P10153
Q9Y663
P52848
P0A2W7
O43704
P0AB80
P06986
P06971
P0A872
P29717
P00805
P11226
P0AB91
P0A716
P13929
P35558
Q9WYH8
P17931
P69681
P0A9S1
Q9NPH2
P00691
Q9UNI1
Q6NUS8
Q46393
P52961
P71447
P41789
P43235
P62619
P51003
P09148
Q14376
P00722
P07464
P03023
Q9H4M7
Q06187
Q9UN19
P23677
Q99418
O43739
P62330
P62491
P19961
Q13748
P04350
Q13509
Q9BQE3
Q9NY65
P68363
P33038
Q3IWB0
P14174
P15917
P05019
P08877
P46459
Q86YB8
Q9WYT0
P32396
P0AEX9
P00282
Q9BWD1
P02689
P31133
P17612
Q86XF0
P00803
P0A9J6
P0A7E1
P42321
P0A733
Q13363
Q9X0N8
O14936
Q9X278
Q9BVM4
P20472
P14621
Q81C15
P80357
P39841
Q9X0V0
P75914
Q7DC80
O34714
P16544
Q9NQX3
Q81F54
Q9WXS0
P77872
Q9X0F9
O31465
P77454
P30749
Q9X0L5
Q9Z4N6
Q46891
Q59643
P0A6D3
P0A6K3
P05041
Q7Z406
Q09013
O25323
Q9UKM7
P45124
P0C0T5
P37610
P54965
P06968
P07602
Q83QN9
P77173
O75390
Q88CZ6
Q16774
Q9A5I5
Q38087
P36959
P00497
P0A9M5
Q05599
P0AG16
P83844
P37063
P0AFG8
P27302
Q9Y6L7
P35398
O67648
Q8ZKF6
P07108
P69903
P31572
P09373
P0A6I8
P96618
P21340
P0A8V9
Q92993
Q8ZPC0
O32248
Q81EE4
P44886
Q92830
Q92831
Q9HYX1
P43886
P0ACC7
P01009
Q01468
P19367
P54716
P31677
P17169
Q9X108
P06744
Q08881
P43405
P49137
P41240
P48736
Q04759
P43403
P0ABQ4
P48449
P20231
P25052
P55882
P08337
Q75WK2
P50607
P34913
O34453
P0A884
Q9KKU4
Q16706
P50897
Q9I7A8
P96622
P43457
Q9UKQ2
Q00535
P06493
Q15078
Q5SIR5
Q84CU3
P26397
P13639
Q9NXA8
P45799
Q9NTG7
P0ABP8
P07148
P46859
P61322
P35080
P61320
A9CJ63
Q0WKM4
Q5LRQ9
Q81Y15
Q92930
P0AE18
P20248
Q9BZX2
P04585
Q6UWN8
P07858
P0A7D4
P26281
P27017
P0AET8
P05020
P26602
P45563
P09668
Q9X0D0
Q56232
P22256
Q8ZNF3
Q00169
P15879
P00959
P08581
Q02750
P77150
P19080
Q9RRU8
P32119
P15090
P39126
Q9UJM8
P36873
P0A759
O07015
P0A793
Q9FCA6
P09012
P30418
O60551
P07071
Q6UWM7
P04053
Q9UBQ6
Q16222
P27828
P16442
P17443
Q99470
P0A794
P01112
Q56313
P01556
O66529
Q9NPB1
P05067
P33221
P08179
P29208
P0ACB2
P17900
Q59931
P0A9B2
P14210
P68638
P59846
P22939
P58758
P16384
P12995
P43777
P51691
P22459
Q9UKL6
P14756
P35030
P22188
O00408
Q9UL51
Q46856
O34667
P13501
Q65CX5
Q02169
P28248
Q97E82
Q01782
Q8Y7N7
P49913
P07658
P77444
P08311
P20586
P43876
P0ADA1
P02941
Q8P8J2
Q9X1K9
P49789
Q9X1T2
P30793
P56817
P35557
P0A6V8
Q9HYN5
Q9WXN1
P0AEE5
Q7Z4J2
P46926
Q9BW91
O60264
P04745
P00490
O14594
P0AC38
O34974
P23905
P23827
Q701N4
Q9BZZ2
Q60037
P26466
P02943
P05162
Q9RX51
P47929
Q6L8H2
P12528
P35247
P01574
O60218
P31992
P28838
P16118
P32170
P09466
P17315
P62837
P09147
P08238
P36673
P26396
Q9X1B3
P27623
Q46893
P0ABQ0
P39377
Q8ZRP8
Q9NZD2
P61888
P03692
P26393
O00142
Q08698
P0A6I0
P00751
P0AE67
P20339
P80561
Q9HVZ0
P22694
P50613
P97084
P31949
P53778
O14965
Q8NFW8
Q96L21
P40429
P62829
P61313
P84098
P62750
Q9UHA3
Q9UNX3
P62917
P61927
P39023
P62913
P55769
P15085
P45568
P08758
P09874
P76216
P62136
P30153
Q13362
P63151
Q83M58
P04075
P05062
Q56310
P31323
Q98GN8
P0ACJ8
P0CG47
Q96RI1
Q13547
O15379
Q9UBN7
Q9BY41
O67135
O60547
P26394
Q9PM68
P62617
P30084
P29395
P04632
Q88K39
Q5F2I3
Q74EF5
Q8ZIV7
Q87MW5
Q08462
P63092
O95622
P0AE22
P0AGC3
P41052
P08164
Q96T66
Q94M05
O07732
P19624
P54317
P62593
P68133
P06396
P60953
Q8I372
P98170
P35270
Q9RUZ0
P03276
O34450
P22830
P51161
P13073
P00395
P00403
P00414
P20674
P10606
P09669
P24311
P15954
P10176
Q02221
P14854
P24310
Q7KZA3
O43252
P0A1P6
Q2RJ67
P23222
P61024
P11439
P62580
O31616
P0A827
O35000
P09104
Q7ADF8
Q9X180
P11802
P08842
Q75UV1
P61769
P01892
P62312
P0A927
P05042
Q7Z2Z2
Q7K9G0
P31142
P31101
Q16762
Q5SJI0
P0A6V7
P0A006
P29460
P02929
Q9Y6Y9
Q9L5C7
P71119
O00244
Q9Y3I0
P05655
P11759
P84077
Q06124
P15474
Q3KNW5
P39075
P14193
P0AG82
P75430
P07686
P00634
Q9X266
Q7Z4W1
P17846
P36871
P14920
P19926
Q9WZC2
Q8NBQ5
Q5SID9
O60911
Q00987
P08048
P08244
P04964
Q9KQN0
P32055
P39646
Q5SII2
P42126
P11310
Q9X4K7
P54278
P06710
P15043
P18843
P0A6F3
Q15075
P0A6L6
P01303
Q83P33
Q9RVD6
P04391
Q05315
Q83JC4
P00973
P11488
P0A9D2
P07948
P32169
P0AB87
P0AB74
P0AB71
O94766
P31150
P09546
P00746
P30419
P0ABF6
P0A820
P78368
P11413
Q03403
O43612
P80075
P03950
P0DJ06
P0ABA0
P04062
P34024
O14735
Q13231
P52045
Q92876
P0A9E0
P02924
P37747
P39662
Q92947
P61497
Q96RQ9
P42593
P0A9P4
P0AEZ1
P26440
P37062
P38038
O95831
Q888A4
P00914
P10902
Q9UHQ9
P22570
Q15067
P08373
P55789
P24232
P19480
P35340
P58558
P28861
P07024
P23946
O68874
P60844
P32019
P12998
P95780
P00929
P0A2K1
P59676
Q9UNK4
P05413
P03300
P03303
P15151
Q9Z4J7
P0AES2
Q96QU6
P23526
Q9HAN9
Q837V6
P38489
P0A8X2
Q9WZW1
O75676
Q9NYQ3
Q9RYU4
P61949
P50740
Q60049
Q81EW9
Q96CD2
O69755
P0AFI7
P0A2Y7
P63462
P41407
P56122
P0A3D9
P00323
Q8DW21
Q9WXV1
P50618
P69772
O07529
O00141
Q9FDN7
Q9HTQ2
P00861
Q9WY54
P77398
Q9RZ04
P94548
P30967
P0A721
Q9WYE2
P78330
P04179
P19622
P50597
Q9Y275
Q9Y6I3
P03316
P10600
P0ABK9
P14532
P00148
P24474
P24092
P03474
P09382
P03765
Q96GD3
P02930
P0A8M5
P61925
P33590
Q6PHW0
Q86WA6
O67040
O53240
P55210
P15309
P0A751
P26572
P51178
P35241
Q14643
Q8RQP5
P33316
P0AA43
P10186
Q8X444
Q7WYV4
P43985
P31434
P22749
P39621
P04547
P46976
P34096
P0A789
P15770
P44801
P0AEK2
Q6UWP2
P76187
Q16698
Q9WYS2
P80874
P55818
Q9X022
P46336
Q14914
Q9WZS7
Q9X0A2
P07650
P0AE12
Q9AIU0
Q9FA38
Q8WVQ1
P50750
Q00534
P49336
P19438
O08398
Q56320
P00909
P0AF93
P69795
P69908
Q9KL51
P19079
P0AFK9
Q5SHF5
P25053
P28305
Q81VW8
O76083
P09958
P13009
P07237
P02775
P49366
Q0P8G4
Q9K2N0
Q9X0G9
P07711
Q5MYR6
Q9H4G4
Q9X0P2
P96113
P04531
P44096
Q9WZI0
Q96AZ6
P25971
Q83LD8
P13001
P0A921
Q5SKH7
P25311
P05451
P26392
P06132
O34928
Q9Y286
P24670
P26391
P0AFB1
Q8UCK6
P44160
Q96FI4
P12996
P07585
Q15120
P0CI79
P25774
P41743
P55055
P0ACQ4
P06993
P52758
P51151
P31057
Q14541
O43617
Q9X1H9
P00709
Q01469
P08773
P13661
P06988
P60906
P0A6Q5
P0A6Q3
P0AEG6
P0A6Y5
P76270
Q88H32
P0A8D6
P36405
P45314
Q9Y468
P54548
P30041
Q9X9L0
Q8IWL2
Q6NXR0
P69923
P31224
Q48255
Q9UNA0
Q8I3X4
Q7NSZ5
P39639
Q03393
O67636
P35222
Q8XB74
Q15849
Q13336
O14983
Q8ZKR2
Q12756
Q9WZK0
P0AB77
P36897
P29508
Q84424
P25524
P16115
P30901
P37551
P02741
Q96BH3
Q9Y678
Q13426
P0A745
P37001
P04036
P69488
Q5UPJ7
P51687
P18509
P39265
P12429
P52732
P00167
P42085
P20964
P08617
P06129
P53355
Q9JZW6
P0A6C8
Q9HTN2
P69924
P0AER0
P13632
P17050
P37173
P52477
P23367
P13036
P0A808
P0A805
P00935
Q5SJ28
P0A6L0
P15034
P54455
O25096
P05100
Q9UQM7
P22314
P60339
P0A7Z3
P0CG29
P38424
P11124
P61587
P19711
Q15382
P0A6T8
P32173
P10114
P08574
P00156
P31930
P22695
P07919
O14949
P47985
P14927
Q9UDW1
Q16134
P10384
P0AGG2
P60981
Q14494
P42512
P0A915
P23528
P09391
P76045
P69856
Q3J170
Q3J1A5
Q3J1A6
Q9GZU7
P75792
P11998
Q9RYA6
P17213
P0A1X2
Q7DB61
P56194
P03706
Q9BVJ7
P25705
P06576
P36542
Q6NVY1
O94768
P0A917
P0A910
P02931
P04118
P05695
P32722
Q9HUR5
Q9HVJ6
O33407
P0AGE0
P03234
O31440
P0A955
O14964
P13299
P10930
P38516
P15086
P03277
O33833
Q7CL96
P46849
Q9HB21
Q9WZ40
P0A753
Q9X286
P07360
Q9CBQ2
P33644
P44725
P04079
Q9BY32
Q37875
Q9X1F0
P07384
P16006
P0AFM2
P02925
P36946
Q8WUI4
Q93LE9
Q819U0
Q819K2
Q82ZJ0
P68771
Q9HBH1
P49411
Q9X1F8
P32056
P41091
P63096
P40616
P62826
P51149
P15170
P68104
P61586
P18085
P11233
Q96KC2
Q51366
P63000
Q9X242
Q9Y6B6
Q9Y689
P00864
P53582
Q8YSC4
Q8Z2X8
P36683
P49759
Q9X112
Q05655
P77425
O24990
P0A6H7
P29323
P55072
Q96QT4
P49368
Q9WZ57
Q9RA63
P37093
P23837
P20083
P51570
P0A7G9
Q06609
P03960
P0AEJ4
Q99661
Q16877
P0A3Y5
P02920
Q9RW27
P61457
P77674
P01270
P20823
Q9WYA5
P80099
P35749
P60493
Q9HZZ3
O15169
P0A6A8
P53554
P0A6W9
Q16740
Q92696
P53611
P09152
P11349
P11350
P29377
P00269
