pubmed_ids,drugbank_id,uniprot_id
15644956,DB00182,Q16568
15661821,DB00182,Q16568
15680473,DB00182,Q16568
15680478,DB00182,Q16568
16713658,DB00182,Q16568
17218486,DB00182,Q96RJ0
17234900,DB00182,Q96RJ0
17212650,DB00182,Q96RJ0
17234899,DB00182,Q96RJ0
15764732,DB00182,Q96RJ0
17218486,DB01576,Q96RJ0
17234900,DB01576,Q96RJ0
17212650,DB01576,Q96RJ0
17234899,DB01576,Q96RJ0
15764732,DB01576,Q96RJ0
17888514,DB01577,Q96RJ0
11459929,DB01577,Q96RJ0
17218486,DB01577,Q96RJ0
17234900,DB01577,Q96RJ0
17212650,DB01577,Q96RJ0
17234899,DB01577,Q96RJ0
15764732,DB01577,Q96RJ0
17218486,DB06714,Q96RJ0
17234900,DB06714,Q96RJ0
17212650,DB06714,Q96RJ0
17234899,DB06714,Q96RJ0
15764732,DB06714,Q96RJ0
12954796,DB00182,P23975
7700252,DB00182,P23975
17139284,DB00191,P23975
17016423,DB00191,P23975
16119498,DB00191,P23975
7902561,DB00191,P23975
11060745,DB00191,P23975
11916794,DB00193,P23975
11752352,DB00193,P23975
19341511,DB00193,P23975
8955860,DB00193,P23975
17916059,DB00215,P23975
17916059,DB00215,P23975
17139284,DB00226,P23975
17016423,DB00226,P23975
6850722,DB00226,P23975
3896742,DB00226,P23975
6351026,DB00226,P23975
12388649,DB00234,P23975
12623106,DB00234,P23975
15878511,DB00234,P23975
16633143,DB00234,P23975
16893531,DB00234,P23975
11249515,DB00234,P23975
14744476,DB00285,P23975
16893531,DB00285,P23975
9669506,DB00285,P23975
19728573,DB00285,P23975
10884561,DB00285,P23975
19238127,DB00285,P23975
15910402,DB00285,P23975
12456942,DB00289,P23975
12523874,DB00289,P23975
12547466,DB00289,P23975
12862507,DB00289,P23975
14709944,DB00289,P23975
19445548,DB00289,P23975
15801334,DB00289,P23975
16142049,DB00289,P23975
18033153,DB00289,P23975
9537821,DB00289,P23975
14744476,DB00321,P23975
9537821,DB00321,P23975
17139284,DB00344,P23975
17016423,DB00344,P23975
9537821,DB00344,P23975
8684598,DB00344,P23975
16573647,DB00368,P23975
16722247,DB00368,P23975
16879714,DB00368,P23975
16989291,DB00368,P23975
17124432,DB00368,P23975
15771415,DB00370,P23975
9537821,DB00370,P23975
15322419,DB00422,P23975
17218796,DB00422,P23975
16246598,DB00422,P23975
17611273,DB00422,P23975
11160413,DB00422,P23975
9537821,DB00422,P23975
18698001,DB00422,P23975
15743177,DB00454,P23975
20980153,DB00454,P23975
16893531,DB00458,P23975
16554743,DB00458,P23975
14716684,DB00458,P23975
11356924,DB00458,P23975
10193665,DB00458,P23975
11752352,DB00476,P23975
16650830,DB00476,P23975
14744476,DB00476,P23975
9669506,DB00476,P23975
15184278,DB00476,P23975
16139169,DB00476,P23975
17335951,DB00476,P23975
12481192,DB00476,P23975
2784100,DB00476,P23975
15316838,DB00476,P23975
18408530,DB00476,P23975
15892657,DB00476,P23975
20432324,DB00476,P23975
19480470,DB00476,P23975
16199241,DB00476,P23975
7562497,DB00514,P23975
11092898,DB00540,P23975
11502876,DB00540,P23975
14744476,DB00540,P23975
17018806,DB00540,P23975
8863842,DB00540,P23975
9537821,DB00540,P23975
17139284,DB00543,P23975
17016423,DB00543,P23975
9537821,DB00543,P23975
15300361,DB00579,P23975
16954558,DB00579,P23975
10966747,DB00579,P23975
2120386,DB00579,P23975
12885787,DB00579,P23975
9537821,DB00579,P23975
17139284,DB00696,P23975
17016423,DB00696,P23975
11203183,DB00715,P23975
12359676,DB00715,P23975
14566196,DB00715,P23975
9537821,DB00715,P23975
17139284,DB00726,P23975
17016423,DB00726,P23975
17139284,DB00830,P23975
17016423,DB00830,P23975
12106802,DB00830,P23975
17017961,DB00830,P23975
15189772,DB00852,P23975
12373557,DB00852,P23975
7500004,DB00907,P23975
9387868,DB00907,P23975
15113605,DB00907,P23975
15351386,DB00907,P23975
17068778,DB00934,P23975
12573515,DB00934,P23975
20141432,DB00934,P23975
17984940,DB00934,P23975
15378668,DB00934,P23975
17139284,DB00937,P23975
17016423,DB00937,P23975
19897080,DB00937,P23975
11071707,DB00988,P23975
11752352,DB01105,P23975
17284621,DB01105,P23975
15685250,DB01105,P23975
16678551,DB01105,P23975
12417543,DB01105,P23975
15944869,DB01105,P23975
19475780,DB01105,P23975
18671470,DB01105,P23975
15382615,DB01105,P23975
10929704,DB01105,P23975
11152984,DB01105,P23975
9537821,DB01114,P23975
9537821,DB01142,P23975
19179941,DB01142,P23975
7475971,DB01149,P23975
10512149,DB01149,P23975
9537821,DB01149,P23975
7649970,DB01149,P23975
9098663,DB01149,P23975
10424850,DB01151,P23975
12137927,DB01151,P23975
12837768,DB01151,P23975
15002740,DB01151,P23975
15814154,DB01151,P23975
11752352,DB01151,P23975
9537821,DB01151,P23975
12909199,DB01156,P23975
16893531,DB01156,P23975
11752352,DB01156,P23975
15361919,DB01156,P23975
11403930,DB01170,P23975
16126010,DB01170,P23975
8710929,DB01170,P23975
10344632,DB01173,P23975
17916059,DB01175,P23975
508488,DB01221,P23975
9537821,DB01242,P23975
11341486,DB01242,P23975
15189772,DB01363,P23975
15955613,DB01363,P23975
12954796,DB01363,P23975
17209801,DB01363,P23975
10773193,DB01363,P23975
14570629,DB01364,P23975
12757963,DB01364,P23975
17209801,DB01364,P23975
15955613,DB01364,P23975
19427589,DB01381,P23975
17209801,DB01442,P23975
15955613,DB01454,P23975
17209801,DB01454,P23975
10773193,DB01454,P23975
16220332,DB01454,P23975
17239355,DB01576,P23975
19727679,DB01576,P23975
8794928,DB01576,P23975
17209801,DB01577,P23975
15955613,DB01577,P23975
17017961,DB01579,P23975
9537821,DB04821,P23975
17139284,DB04836,P23975
17016423,DB04836,P23975
12401623,DB04840,P23975
8740147,DB04840,P23975
5431666,DB04840,P23975
16126010,DB04840,P23975
8710929,DB04840,P23975
17325229,DB04889,P23975
16869117,DB04896,P23975
3005901,DB04896,P23975
9537821,DB06148,P23975
17656655,DB06204,P23975
16573647,DB06262,P23975
16722247,DB06262,P23975
16879714,DB06262,P23975
16989291,DB06262,P23975
17124432,DB06262,P23975
16675639,DB06700,P23975
17673606,DB06700,P23975
19698900,DB06700,P23975
19086875,DB06700,P23975
20944767,DB06700,P23975
19919295,DB06700,P23975
18480678,DB06701,P23975
9181638,DB06701,P23975
11862378,DB06701,P23975
15322419,DB06701,P23975
17218796,DB06701,P23975
16246598,DB06701,P23975
17611273,DB06701,P23975
11160413,DB06701,P23975
9537821,DB06701,P23975
18698001,DB06701,P23975
14668769,DB06704,P23975
16573647,DB06707,P23975
16722247,DB06707,P23975
16879714,DB06707,P23975
16989291,DB06707,P23975
17124432,DB06707,P23975
1532675,DB00182,P14416
11873706,DB00246,P14416
15726024,DB00246,P14416
7562537,DB00246,P14416
11752352,DB00246,P14416
14728084,DB00246,P14416
17848919,DB00246,P14416
11752352,DB00248,P14416
12464354,DB00248,P14416
12008749,DB00248,P14416
12721865,DB00248,P14416
15341508,DB00248,P14416
8951172,DB00248,P14416
11436517,DB00248,P14416
18303487,DB00248,P14416
11752352,DB00268,P14416
1683559,DB00268,P14416
10446316,DB00268,P14416
18691132,DB00268,P14416
10641988,DB00268,P14416
17573046,DB00268,P14416
11752352,DB00334,P14416
16730699,DB00334,P14416
14575800,DB00334,P14416
17092971,DB00334,P14416
17067304,DB00334,P14416
16513877,DB00334,P14416
17316700,DB00334,P14416
17848919,DB00334,P14416
12769622,DB00363,P14416
14575800,DB00363,P14416
15286066,DB00363,P14416
15781964,DB00363,P14416
16040180,DB00363,P14416
11752352,DB00363,P14416
12109911,DB00370,P14416
15771415,DB00370,P14416
3419539,DB00370,P14416
17139284,DB00372,P14416
17016423,DB00372,P14416
15469457,DB00372,P14416
12010185,DB00391,P14416
7518029,DB00391,P14416
11752352,DB00391,P14416
6239298,DB00408,P14416
15694653,DB00408,P14416
9570468,DB00408,P14416
8101879,DB00408,P14416
9342550,DB00408,P14416
8665533,DB00408,P14416
11752352,DB00408,P14416
11873706,DB00409,P14416
8665533,DB00409,P14416
11752352,DB00409,P14416
11752352,DB00413,P14416
18691132,DB00413,P14416
10641988,DB00413,P14416
17139284,DB00420,P14416
17016423,DB00420,P14416
11752352,DB00433,P14416
16677982,DB00433,P14416
2527092,DB00433,P14416
17044574,DB00433,P14416
18534808,DB00433,P14416
18955042,DB00433,P14416
17169748,DB00433,P14416
1549935,DB00450,P14416
2527092,DB00450,P14416
14633536,DB00450,P14416
20358234,DB00450,P14416
15081025,DB00458,P14416
11103886,DB00477,P14416
11873706,DB00477,P14416
15694263,DB00477,P14416
16867246,DB00477,P14416
11752352,DB00477,P14416
20643630,DB00477,P14416
7908055,DB00477,P14416
8524985,DB00477,P14416
12781354,DB00490,P14416
11421254,DB00490,P14416
11224194,DB00490,P14416
14522358,DB00490,P14416
16214127,DB00490,P14416
15894081,DB00502,P14416
16132064,DB00502,P14416
17134027,DB00502,P14416
11752352,DB00502,P14416
16730699,DB00502,P14416
17316700,DB00502,P14416
7520908,DB00502,P14416
20643630,DB00502,P14416
17139284,DB00508,P14416
17016423,DB00508,P14416
6121969,DB00540,P14416
1966571,DB00543,P14416
11180191,DB00543,P14416
7714010,DB00568,P14416
9014432,DB00568,P14416
11752352,DB00589,P14416
18691132,DB00589,P14416
11873706,DB00623,P14416
7508675,DB00623,P14416
7828655,DB00623,P14416
11752352,DB00623,P14416
1978482,DB00679,P14416
7689973,DB00679,P14416
1352051,DB00679,P14416
16434058,DB00679,P14416
9292626,DB00679,P14416
8242725,DB00696,P14416
7665369,DB00696,P14416
11343576,DB00714,P14416
11752352,DB00714,P14416
11212866,DB00714,P14416
18691132,DB00714,P14416
10641988,DB00714,P14416
11692072,DB00714,P14416
11215397,DB00714,P14416
10494453,DB00714,P14416
8863001,DB00726,P14416
17059881,DB00734,P14416
15907153,DB00734,P14416
15140279,DB00734,P14416
16730699,DB00734,P14416
16513859,DB00734,P14416
11132243,DB00734,P14416
11752352,DB00734,P14416
17139284,DB00777,P14416
17016423,DB00777,P14416
17139284,DB00805,P14416
17016423,DB00805,P14416
11752352,DB00831,P14416
11873706,DB00831,P14416
8102973,DB00831,P14416
1676523,DB00831,P14416
15695070,DB00831,P14416
945467,DB00831,P14416
11873706,DB00850,P14416
7508675,DB00850,P14416
7828655,DB00850,P14416
11752352,DB00850,P14416
15007534,DB00850,P14416
2573104,DB00850,P14416
11752352,DB00875,P14416
11873706,DB00875,P14416
6149133,DB00875,P14416
7498321,DB00875,P14416
1674528,DB00875,P14416
8797192,DB00875,P14416
17111172,DB00875,P14416
8566141,DB00915,P14416
9806328,DB00915,P14416
10443547,DB00915,P14416
9098680,DB00915,P14416
11752352,DB00933,P14416
16135699,DB00933,P14416
15357957,DB00933,P14416
6086881,DB00934,P14416
17301410,DB00988,P14416
11752352,DB00988,P14416
4889058,DB01038,P14416
4887393,DB01038,P14416
4861216,DB01038,P14416
11752352,DB01038,P14416
18000814,DB01043,P14416
2869188,DB01049,P14416
17139284,DB01063,P14416
17016423,DB01063,P14416
11873706,DB01063,P14416
6147851,DB01063,P14416
11752352,DB01063,P14416
12476402,DB01069,P14416
11752352,DB01100,P14416
11873706,DB01100,P14416
12828573,DB01100,P14416
2378927,DB01100,P14416
8082693,DB01100,P14416
8301582,DB01100,P14416
7855217,DB01100,P14416
10503726,DB01100,P14416
7855217,DB01142,P14416
6086881,DB01142,P14416
7855217,DB01151,P14416
12010185,DB01184,P14416
15894081,DB01184,P14416
1683559,DB01184,P14416
11752352,DB01184,P14416
18970411,DB01184,P14416
11752352,DB01186,P14416
2860228,DB01186,P14416
1674528,DB01186,P14416
18691132,DB01186,P14416
10641988,DB01186,P14416
10516878,DB01186,P14416
16842172,DB01186,P14416
3828803,DB01186,P14416
12010185,DB01200,P14416
11752352,DB01200,P14416
18691132,DB01200,P14416
10641988,DB01200,P14416
10626749,DB01200,P14416
12753422,DB01200,P14416
10721819,DB01200,P14416
11444429,DB01200,P14416
19391150,DB01221,P14416
10839333,DB01224,P14416
11132243,DB01224,P14416
11873706,DB01224,P14416
17848919,DB01224,P14416
11752352,DB01224,P14416
11752352,DB01233,P14416
8730709,DB01233,P14416
8230103,DB01233,P14416
7745844,DB01233,P14416
8981558,DB01233,P14416
9876882,DB01233,P14416
15835479,DB01233,P14416
17553470,DB01235,P14416
15710490,DB01235,P14416
15824260,DB01235,P14416
15728856,DB01235,P14416
18549347,DB01235,P14416
11978145,DB01235,P14416
9633680,DB01235,P14416
16366516,DB01238,P14416
9083792,DB01238,P14416
16925992,DB01238,P14416
16981227,DB01238,P14416
17501690,DB01238,P14416
11752352,DB01238,P14416
8101879,DB01239,P14416
1830565,DB01239,P14416
19091563,DB01239,P14416
11752352,DB01239,P14416
7524043,DB01267,P14416
7531353,DB01267,P14416
16119512,DB01267,P14416
16513859,DB01267,P14416
11132243,DB01267,P14416
12211096,DB01267,P14416
11752352,DB01267,P14416
10611634,DB01392,P14416
15701205,DB01403,P14416
2870716,DB01403,P14416
10592235,DB01403,P14416
7865862,DB01425,P14416
10075867,DB01425,P14416
8103596,DB01425,P14416
2943980,DB01425,P14416
19391150,DB01549,P14416
11103886,DB01614,P14416
11873706,DB01614,P14416
15694263,DB01614,P14416
16867246,DB01614,P14416
11752352,DB01614,P14416
20643630,DB01614,P14416
17016423,DB01618,P14416
9577836,DB01618,P14416
9353417,DB01618,P14416
9342550,DB01618,P14416
11752352,DB01618,P14416
11103886,DB01621,P14416
11873706,DB01621,P14416
15694263,DB01621,P14416
16867246,DB01621,P14416
11752352,DB01621,P14416
20643630,DB01621,P14416
2875894,DB01621,P14416
11103886,DB01622,P14416
11873706,DB01622,P14416
15694263,DB01622,P14416
16867246,DB01622,P14416
11752352,DB01622,P14416
20643630,DB01622,P14416
3039860,DB01623,P14416
11103886,DB01623,P14416
11873706,DB01623,P14416
15694263,DB01623,P14416
16867246,DB01623,P14416
11752352,DB01623,P14416
20643630,DB01623,P14416
17535043,DB01624,P14416
1822319,DB01624,P14416
8748043,DB01624,P14416
11752352,DB01624,P14416
11412837,DB04599,P14416
17139284,DB04842,P14416
17016423,DB04842,P14416
11752352,DB04842,P14416
11842444,DB04842,P14416
8935801,DB04842,P14416
17908924,DB04857,P14416
17393144,DB04888,P14416
17659474,DB04888,P14416
17325229,DB04889,P14416
17300287,DB04924,P14416
16495395,DB04924,P14416
8997630,DB04946,P14416
12861482,DB04946,P14416
18691132,DB05271,P14416
16925508,DB06144,P14416
11752352,DB06144,P14416
19506838,DB06144,P14416
18293356,DB06144,P14416
20856607,DB06144,P14416
2576228,DB06148,P14416
21655346,DB06216,P14416
21658377,DB06216,P14416
18308814,DB06216,P14416
12404702,DB06288,P14416
16696579,DB06288,P14416
11873706,DB06288,P14416
23545936,DB08815,P14416
14871277,DB09018,P14416
7059347,DB00182,P27338
21636610,DB00184,P27338
10218558,DB00191,P27338
10231134,DB00191,P27338
10799660,DB00191,P27338
11673765,DB00191,P27338
11911838,DB00191,P27338
11911838,DB00191,P27338
10799660,DB00191,P27338
15482171,DB00601,P27338
16779744,DB00601,P27338
12623758,DB00614,P27338
10543364,DB00614,P27338
2032659,DB00614,P27338
11752352,DB00752,P27338
9829163,DB00752,P27338
20655983,DB00752,P27338
16495723,DB00752,P27338
15351283,DB00752,P27338
15276688,DB00752,P27338
15049511,DB00752,P27338
14574774,DB00752,P27338
10548268,DB00752,P27338
10494892,DB00752,P27338
10027835,DB00752,P27338
8749840,DB00752,P27338
12504917,DB00752,P27338
11752352,DB00780,P27338
19201819,DB00780,P27338
18700056,DB00780,P27338
17912044,DB00780,P27338
9829163,DB00780,P27338
14574774,DB00780,P27338
7092487,DB00780,P27338
16370964,DB00780,P27338
17768678,DB00780,P27338
11752352,DB00780,P27338
19948168,DB00909,P27338
14965331,DB00909,P27338
11755227,DB00909,P27338
8991786,DB00909,P27338
20502722,DB00909,P27338
7856330,DB00909,P27338
18782051,DB00909,P27338
6891223,DB00915,P27338
18652859,DB00988,P27338
20869994,DB00988,P27338
11752352,DB01037,P27338
1794016,DB01037,P27338
9673855,DB01037,P27338
12199263,DB01037,P27338
16034956,DB01037,P27338
6441926,DB01037,P27338
7995016,DB01037,P27338
11978145,DB01037,P27338
16641841,DB01037,P27338
17715422,DB01037,P27338
19300583,DB01037,P27338
17823646,DB01037,P27338
15547048,DB01104,P27338
21200377,DB01171,P27338
4070383,DB01247,P27338
2248058,DB01247,P27338
15955613,DB01363,P27338
10799660,DB01363,P27338
19673610,DB01367,P27338
19499843,DB01367,P27338
12043833,DB01367,P27338
20624440,DB01367,P27338
20600573,DB01367,P27338
15573406,DB01367,P27338
20517484,DB01367,P27338
18035186,DB01367,P27338
11752352,DB01367,P27338
15955613,DB01442,P27338
6103055,DB01472,P27338
6646243,DB01472,P27338
15955613,DB01577,P27338
10799660,DB01577,P27338
1794016,DB01626,P27338
9673855,DB01626,P27338
12199263,DB01626,P27338
16034956,DB01626,P27338
6441926,DB01626,P27338
7995016,DB01626,P27338
11978145,DB01626,P27338
16641841,DB01626,P27338
17715422,DB01626,P27338
19300583,DB01626,P27338
17823646,DB01626,P27338
19542488,DB01626,P27338
9564606,DB01626,P27338
477738,DB01626,P27338
10592235,DB02211,P27338
10592235,DB02509,P27338
10592235,DB02643,P27338
10592235,DB02939,P27338
10592235,DB03894,P27338
10592235,DB04147,P27338
10592235,DB04307,P27338
10592235,DB04677,P27338
2506486,DB04820,P27338
10580379,DB04821,P27338
10580379,DB04832,P27338
17881661,DB04889,P27338
10592235,DB07512,P27338
10592235,DB07513,P27338
10592235,DB08082,P27338
10592235,DB08176,P27338
10592235,DB08480,P27338
10592235,DB08516,P27338
18539264,DB08804,P27338
12073167,DB00183,P32239
15157745,DB00183,P32239
1732532,DB00183,P32239
3004700,DB00183,P32239
7491961,DB00183,P32239
11752352,DB00183,P32239
17590520,DB00184,P43681
17613539,DB00184,P43681
17226798,DB00184,P43681
17146052,DB00184,P43681
16636791,DB00184,P43681
19560048,DB00184,P43681
11006350,DB00184,P43681
20400469,DB00184,P43681
20081230,DB00184,P43681
11264449,DB00237,P43681
16248797,DB00237,P43681
10487207,DB00237,P43681
11264449,DB00241,P43681
16248797,DB00241,P43681
10487207,DB00241,P43681
11264449,DB00306,P43681
16248797,DB00306,P43681
10487207,DB00306,P43681
11264449,DB00312,P43681
16248797,DB00312,P43681
10487207,DB00312,P43681
11264449,DB00418,P43681
16248797,DB00418,P43681
10487207,DB00418,P43681
11264449,DB00463,P43681
16248797,DB00463,P43681
10487207,DB00463,P43681
15356218,DB00514,P43681
11264449,DB00599,P43681
16248797,DB00599,P43681
10487207,DB00599,P43681
11129124,DB00674,P43681
12177686,DB00674,P43681
12137632,DB00674,P43681
10971048,DB00674,P43681
12481195,DB00674,P43681
20480924,DB00674,P43681
11264449,DB00794,P43681
16248797,DB00794,P43681
10487207,DB00794,P43681
11264449,DB00849,P43681
16248797,DB00849,P43681
10487207,DB00849,P43681
11264449,DB01174,P43681
16248797,DB01174,P43681
10487207,DB01174,P43681
17692720,DB01273,P43681
18288085,DB01273,P43681
17573127,DB01273,P43681
17626178,DB01273,P43681
11752352,DB01273,P43681
11264449,DB01351,P43681
16248797,DB01351,P43681
10487207,DB01351,P43681
11264449,DB01352,P43681
16248797,DB01352,P43681
10487207,DB01352,P43681
11264449,DB01353,P43681
16248797,DB01353,P43681
10487207,DB01353,P43681
11264449,DB01354,P43681
16248797,DB01354,P43681
10487207,DB01354,P43681
11264449,DB01355,P43681
16248797,DB01355,P43681
10487207,DB01355,P43681
11264449,DB01483,P43681
16248797,DB01483,P43681
10487207,DB01483,P43681
11264449,DB01496,P43681
16248797,DB01496,P43681
10487207,DB01496,P43681
25517706,DB09028,P43681
11553677,DB09028,P43681
17360707,DB00184,P36544
16754836,DB00184,P36544
19560048,DB00184,P36544
11006350,DB00184,P36544
20400469,DB00184,P36544
20081230,DB00184,P36544
17360707,DB00184,P36544
16754836,DB00184,P36544
19560048,DB00184,P36544
11006350,DB00184,P36544
20400469,DB00184,P36544
20081230,DB00184,P36544
11264449,DB00237,P36544
16248797,DB00237,P36544
10487207,DB00237,P36544
11264449,DB00237,P36544
16248797,DB00237,P36544
10487207,DB00237,P36544
11264449,DB00241,P36544
16248797,DB00241,P36544
10487207,DB00241,P36544
11264449,DB00241,P36544
16248797,DB00241,P36544
10487207,DB00241,P36544
11264449,DB00306,P36544
16248797,DB00306,P36544
10487207,DB00306,P36544
11264449,DB00306,P36544
16248797,DB00306,P36544
10487207,DB00306,P36544
11264449,DB00312,P36544
16248797,DB00312,P36544
10487207,DB00312,P36544
11264449,DB00312,P36544
16248797,DB00312,P36544
10487207,DB00312,P36544
11264449,DB00418,P36544
16248797,DB00418,P36544
10487207,DB00418,P36544
11264449,DB00418,P36544
16248797,DB00418,P36544
10487207,DB00418,P36544
11264449,DB00463,P36544
16248797,DB00463,P36544
10487207,DB00463,P36544
11264449,DB00463,P36544
16248797,DB00463,P36544
10487207,DB00463,P36544
15356218,DB00514,P36544
15356218,DB00514,P36544
11264449,DB00599,P36544
16248797,DB00599,P36544
10487207,DB00599,P36544
11264449,DB00599,P36544
16248797,DB00599,P36544
10487207,DB00599,P36544
11129124,DB00674,P36544
12177686,DB00674,P36544
12137632,DB00674,P36544
10971048,DB00674,P36544
12481195,DB00674,P36544
20480924,DB00674,P36544
11129124,DB00674,P36544
12177686,DB00674,P36544
12137632,DB00674,P36544
10971048,DB00674,P36544
12481195,DB00674,P36544
20480924,DB00674,P36544
11264449,DB00794,P36544
16248797,DB00794,P36544
10487207,DB00794,P36544
11264449,DB00794,P36544
16248797,DB00794,P36544
10487207,DB00794,P36544
11264449,DB00849,P36544
16248797,DB00849,P36544
10487207,DB00849,P36544
11264449,DB00849,P36544
16248797,DB00849,P36544
10487207,DB00849,P36544
11264449,DB01174,P36544
16248797,DB01174,P36544
10487207,DB01174,P36544
11264449,DB01174,P36544
16248797,DB01174,P36544
10487207,DB01174,P36544
16766716,DB01273,P36544
16766716,DB01273,P36544
11264449,DB01351,P36544
16248797,DB01351,P36544
10487207,DB01351,P36544
11264449,DB01351,P36544
16248797,DB01351,P36544
10487207,DB01351,P36544
11264449,DB01352,P36544
16248797,DB01352,P36544
10487207,DB01352,P36544
11264449,DB01352,P36544
16248797,DB01352,P36544
10487207,DB01352,P36544
11264449,DB01353,P36544
16248797,DB01353,P36544
10487207,DB01353,P36544
11264449,DB01353,P36544
16248797,DB01353,P36544
10487207,DB01353,P36544
11264449,DB01354,P36544
16248797,DB01354,P36544
10487207,DB01354,P36544
11264449,DB01354,P36544
16248797,DB01354,P36544
10487207,DB01354,P36544
11264449,DB01355,P36544
16248797,DB01355,P36544
10487207,DB01355,P36544
11264449,DB01355,P36544
16248797,DB01355,P36544
10487207,DB01355,P36544
11264449,DB01483,P36544
16248797,DB01483,P36544
10487207,DB01483,P36544
11264449,DB01483,P36544
16248797,DB01483,P36544
10487207,DB01483,P36544
11264449,DB01496,P36544
16248797,DB01496,P36544
10487207,DB01496,P36544
11264449,DB01496,P36544
16248797,DB01496,P36544
10487207,DB01496,P36544
17591554,DB05708,P36544
17334244,DB05708,P36544
15213292,DB05708,P36544
17591554,DB05708,P36544
17334244,DB05708,P36544
15213292,DB05708,P36544
25517706,DB09028,P36544
11553677,DB09028,P36544
25517706,DB09028,P36544
11553677,DB09028,P36544
17226798,DB00184,P17787
16636791,DB00184,P17787
19560048,DB00184,P17787
11006350,DB00184,P17787
20400469,DB00184,P17787
20081230,DB00184,P17787
15356218,DB00514,P17787
11129124,DB00674,P17787
12177686,DB00674,P17787
12137632,DB00674,P17787
10971048,DB00674,P17787
12481195,DB00674,P17787
20480924,DB00674,P17787
12170059,DB05855,P17787
19560048,DB00184,Q15822
11006350,DB00184,Q15822
20400469,DB00184,Q15822
20081230,DB00184,Q15822
15048644,DB00184,Q15822
17139284,DB00411,Q15822
17016423,DB00411,Q15822
20498043,DB00411,Q15822
11752352,DB00411,Q15822
17139284,DB00416,Q15822
17016423,DB00416,Q15822
18633030,DB00416,Q15822
6107062,DB00416,Q15822
11752352,DB00416,Q15822
17139284,DB00483,Q15822
17016423,DB00483,Q15822
1337082,DB00483,Q15822
17139284,DB00514,Q15822
17016423,DB00514,Q15822
15356218,DB00514,Q15822
16563374,DB00514,Q15822
17139284,DB00565,Q15822
17016423,DB00565,Q15822
12171561,DB00565,Q15822
17139284,DB00657,Q15822
17016423,DB00657,Q15822
11752352,DB00657,Q15822
19778551,DB00657,Q15822
12080428,DB00657,Q15822
11129124,DB00674,Q15822
12177686,DB00674,Q15822
12137632,DB00674,Q15822
10971048,DB00674,Q15822
12481195,DB00674,Q15822
20480924,DB00674,Q15822
20045405,DB00721,Q15822
17139284,DB00728,Q15822
17016423,DB00728,Q15822
19417616,DB00728,Q15822
16931985,DB00728,Q15822
18633030,DB00728,Q15822
11752352,DB00728,Q15822
17139284,DB00732,Q15822
17016423,DB00732,Q15822
19417616,DB00732,Q15822
17139284,DB00810,Q15822
17016423,DB00810,Q15822
17139284,DB01135,Q15822
17016423,DB01135,Q15822
18633030,DB01135,Q15822
11752352,DB01135,Q15822
17139284,DB01199,Q15822
17016423,DB01199,Q15822
11562442,DB01199,Q15822
20338223,DB01199,Q15822
19417616,DB01199,Q15822
18633030,DB01199,Q15822
11752352,DB01199,Q15822
17139284,DB01226,Q15822
17016423,DB01226,Q15822
19352159,DB01226,Q15822
19417616,DB01226,Q15822
16931985,DB01226,Q15822
11752352,DB01226,Q15822
17139284,DB01245,Q15822
17016423,DB01245,Q15822
12067008,DB01245,Q15822
7848904,DB01245,Q15822
11752352,DB01245,Q15822
18633030,DB01336,Q15822
18842832,DB01336,Q15822
8132625,DB01336,Q15822
12799358,DB01336,Q15822
11752352,DB01336,Q15822
17016423,DB01337,Q15822
17525594,DB01337,Q15822
19417616,DB01337,Q15822
17016423,DB01338,Q15822
12426786,DB01338,Q15822
9227834,DB01338,Q15822
1748153,DB01338,Q15822
11752352,DB01338,Q15822
19417616,DB01339,Q15822
18633030,DB01339,Q15822
12145052,DB01339,Q15822
19560048,DB00184,P32297
11006350,DB00184,P32297
20400469,DB00184,P32297
20081230,DB00184,P32297
15356218,DB00514,P32297
11129124,DB00674,P32297
12177686,DB00674,P32297
12137632,DB00674,P32297
10971048,DB00674,P32297
12481195,DB00674,P32297
20480924,DB00674,P32297
17139284,DB00848,P32297
17016423,DB00848,P32297
15280391,DB00848,P32297
17314321,DB00848,P32297
17629760,DB00848,P32297
19668355,DB00848,P32297
10592235,DB00848,P32297
7761270,DB01090,P32297
9862757,DB01156,P32297
10991997,DB01156,P32297
11561100,DB01227,P32297
16766716,DB01273,P32297
25517706,DB09028,P32297
11553677,DB09028,P32297
19560048,DB00184,P30532
11006350,DB00184,P30532
20400469,DB00184,P30532
20081230,DB00184,P30532
11129124,DB00674,P30532
12177686,DB00674,P30532
12137632,DB00674,P30532
10971048,DB00674,P30532
12481195,DB00674,P30532
20480924,DB00674,P30532
19560048,DB00184,Q15825
11006350,DB00184,Q15825
20400469,DB00184,Q15825
20081230,DB00184,Q15825
11129124,DB00674,Q15825
12177686,DB00674,Q15825
12137632,DB00674,Q15825
10971048,DB00674,Q15825
12481195,DB00674,Q15825
20480924,DB00674,Q15825
16766716,DB01273,Q15825
25517706,DB09028,Q15825
11553677,DB09028,Q15825
19560048,DB00184,Q9UGM1
11006350,DB00184,Q9UGM1
20400469,DB00184,Q9UGM1
20081230,DB00184,Q9UGM1
11129124,DB00674,Q9UGM1
12177686,DB00674,Q9UGM1
12137632,DB00674,Q9UGM1
10971048,DB00674,Q9UGM1
12481195,DB00674,Q9UGM1
20480924,DB00674,Q9UGM1
12824448,DB08837,Q9UGM1
