pubmed_ids,drugbank_id,uniprot_id
9398183,DB01010,P06276
10192412,DB01035,P06276
3982389,DB01035,P06276
2481033,DB01057,P06276
11752352,DB01057,P06276
7457791,DB01116,P06276
1801966,DB01122,P06276
2972233,DB01135,P06276
2145783,DB01135,P06276
7081736,DB01161,P06276
385208,DB01161,P06276
11305839,DB01161,P06276
3111302,DB01161,P06276
7425357,DB01161,P06276
8922768,DB01226,P06276
3801037,DB01245,P06276
5598433,DB01245,P06276
1191483,DB01337,P06276
6248079,DB01338,P06276
698301,DB01364,P06276
19850433,DB01395,P06276
9697967,DB01400,P06276
16865342,DB01408,P06276
17139284,DB03672,P06276
17016423,DB03672,P06276
10592235,DB03672,P06276
15620572,DB04892,P06276
10072476,DB04920,P06276
1996559,DB05386,P06276
6177830,DB05875,P06276
10592235,DB07681,P06276
10592235,DB07940,P06276
10592235,DB08200,P06276
10592235,DB08201,P06276
10592235,DB08658,P06276
22509825,DB08893,P06276
23566013,DB08897,P06276
19339376,DB00082,P33261
19934256,DB00091,P33261
15656696,DB00109,P33261
19934256,DB00169,P33261
8968657,DB00176,P33261
19934256,DB00176,P33261
19934256,DB00184,P33261
19515014,DB00188,P33261
19934256,DB00188,P33261
16141567,DB00196,P33261
19934256,DB00196,P33261
19934256,DB00197,P33261
19515014,DB00203,P33261
19934256,DB00203,P33261
19515014,DB00208,P33261
19934256,DB00208,P33261
19934256,DB00213,P33261
19934256,DB00214,P33261
11532381,DB00215,P33261
10774624,DB00215,P33261
19515014,DB00215,P33261
9890159,DB00215,P33261
19934256,DB00215,P33261
19515014,DB00216,P33261
19515014,DB00220,P33261
19934256,DB00220,P33261
19934256,DB00224,P33261
11523064,DB00227,P33261
19934256,DB00231,P33261
21177487,DB00239,P33261
19934256,DB00245,P33261
19515014,DB00250,P33261
19934256,DB00250,P33261
8806399,DB00252,P33261
19515014,DB00252,P33261
19934256,DB00252,P33261
11038165,DB00252,P33261
9014207,DB00252,P33261
19934256,DB00257,P33261
19934256,DB00259,P33261
19934256,DB00264,P33261
19934256,DB00273,P33261
19515014,DB00285,P33261
19934256,DB00285,P33261
19934256,DB00289,P33261
19934256,DB00297,P33261
19934256,DB00312,P33261
19934256,DB00313,P33261
12228186,DB00321,P33261
19515014,DB00321,P33261
19934256,DB00321,P33261
11259560,DB00321,P33261
19515014,DB00328,P33261
19515014,DB00333,P33261
19934256,DB00333,P33261
19934256,DB00334,P33261
18048485,DB00338,P33261
15258107,DB00338,P33261
16093273,DB00338,P33261
19515014,DB00338,P33261
19934256,DB00338,P33261
9353355,DB00338,P33261
11560871,DB00343,P33261
11038161,DB00343,P33261
19934256,DB00347,P33261
9879636,DB00347,P33261
19934256,DB00349,P33261
6765487,DB00357,P33261
19515014,DB00363,P33261
19934256,DB00363,P33261
19934256,DB00371,P33261
19934256,DB00373,P33261
19934256,DB00395,P33261
19934256,DB00396,P33261
11259318,DB00396,P33261
21350850,DB00398,P33261
19934256,DB00412,P33261
19515014,DB00420,P33261
19934256,DB00420,P33261
19515014,DB00425,P33261
11523064,DB00439,P33261
19934256,DB00446,P33261
19515014,DB00448,P33261
19934256,DB00448,P33261
19934256,DB00454,P33261
15319333,DB00454,P33261
11502723,DB00455,P33261
19934256,DB00455,P33261
12228186,DB00458,P33261
9316174,DB00458,P33261
9084457,DB00458,P33261
19934256,DB00458,P33261
9190854,DB00458,P33261
12065442,DB00458,P33261
19934256,DB00468,P33261
11159893,DB00468,P33261
11159893,DB00468,P33261
11159893,DB00468,P33261
11159893,DB00468,P33261
19515014,DB00470,P33261
19934256,DB00470,P33261
19515014,DB00472,P33261
19934256,DB00472,P33261
19934256,DB00495,P33261
11861798,DB00495,P33261
11861798,DB00495,P33261
1186798,DB00495,P33261
1186798,DB00495,P33261
19934256,DB00499,P33261
19934256,DB00501,P33261
10385678,DB00501,P33261
10385678,DB00501,P33261
10385678,DB00501,P33261
10385678,DB00501,P33261
10385678,DB00501,P33261
19934256,DB00502,P33261
19934256,DB00503,P33261
19934256,DB00514,P33261
19934256,DB00531,P33261
19515014,DB00532,P33261
19934256,DB00532,P33261
12401364,DB00532,P33261
19515014,DB00540,P33261
19934256,DB00540,P33261
9193876,DB00540,P33261
9600717,DB00546,P33261
19934256,DB00546,P33261
19934256,DB00549,P33261
19934256,DB00564,P33261
19934256,DB00571,P33261
19934256,DB00580,P33261
19515014,DB00582,P33261
19934256,DB00582,P33261
19934256,DB00586,P33261
19934256,DB00590,P33261
19934256,DB00604,P33261
19934256,DB00622,P33261
19934256,DB00624,P33261
19934256,DB00625,P33261
19934256,DB00635,P33261
11523064,DB00641,P33261
19934256,DB00661,P33261
19934256,DB00665,P33261
19515014,DB00672,P33261
19934256,DB00672,P33261
15304427,DB00673,P33261
19934256,DB00673,P33261
19515014,DB00675,P33261
15159443,DB00675,P33261
12124303,DB00675,P33261
19934256,DB00675,P33261
19934256,DB00678,P33261
19934256,DB00679,P33261
19515014,DB00682,P33261
19934256,DB00682,P33261
19934256,DB00701,P33261
19934256,DB00703,P33261
19934256,DB00705,P33261
19934256,DB00717,P33261
19934256,DB00726,P33261
19934256,DB00736,P33261
16961157,DB00736,P33261
21299635,DB00738,P33261
19934256,DB00745,P33261
19934256,DB00748,P33261
18094038,DB00752,P33261
15049511,DB00752,P33261
19934256,DB00752,P33261
19934256,DB00754,P33261
19515014,DB00758,P33261
19934256,DB00758,P33261
19934256,DB00763,P33261
19934256,DB00776,P33261
19934256,DB00780,P33261
19934256,DB00783,P33261
19934256,DB00794,P33261
19934256,DB00818,P33261
19515014,DB00829,P33261
19934256,DB00829,P33261
9029042,DB00829,P33261
19934256,DB00832,P33261
19934256,DB00835,P33261
19934256,DB00849,P33261
19934256,DB00850,P33261
19515014,DB00857,P33261
19934256,DB00857,P33261
19934256,DB00863,P33261
19934256,DB00898,P33261
19934256,DB00909,P33261
12642466,DB00918,P33261
19934256,DB00921,P33261
19934256,DB00927,P33261
20103582,DB00932,P33261
20147896,DB00932,P33261
19934256,DB00945,P33261
19934256,DB00949,P33261
19934256,DB00951,P33261
19934256,DB00966,P33261
19934256,DB00967,P33261
19515014,DB00972,P33261
19934256,DB00972,P33261
20478852,DB00980,P33261
17627976,DB00983,P33261
10671910,DB00983,P33261
19934256,DB00988,P33261
19934256,DB01007,P33261
19515014,DB01016,P33261
19934256,DB01016,P33261
9396389,DB01018,P33261
6751332,DB01018,P33261
19934256,DB01026,P33261
19934256,DB01032,P33261
19515014,DB01036,P33261
19934256,DB01036,P33261
19934256,DB01037,P33261
19515014,DB01041,P33261
19934256,DB01041,P33261
19934256,DB01043,P33261
19934256,DB01045,P33261
19934256,DB01050,P33261
19934256,DB01058,P33261
19934256,DB01060,P33261
17003850,DB01065,P33261
19934256,DB01065,P33261
19515014,DB01075,P33261
11523064,DB01076,P33261
19934256,DB01093,P33261
11523064,DB01095,P33261
19515014,DB01098,P33261
19934256,DB01100,P33261
16910628,DB01104,P33261
12143142,DB01104,P33261
15547048,DB01104,P33261
19934256,DB01104,P33261
19934256,DB01110,P33261
19934256,DB01118,P33261
19515014,DB01120,P33261
19934256,DB01120,P33261
19515014,DB01124,P33261
19934256,DB01124,P33261
9578596,DB01124,P33261
15509184,DB01128,P33261
19934256,DB01129,P33261
16783561,DB01129,P33261
15258107,DB01129,P33261
11501186,DB01131,P33261
19934256,DB01131,P33261
19934256,DB01132,P33261
12360109,DB01142,P33261
12180536,DB01142,P33261
19934256,DB01142,P33261
19934256,DB01151,P33261
10702888,DB01166,P33261
19934256,DB01171,P33261
19934256,DB01174,P33261
12642468,DB01174,P33261
19934256,DB01175,P33261
19934256,DB01179,P33261
10348794,DB01181,P33261
19934256,DB01181,P33261
19934256,DB01191,P33261
19934256,DB01211,P33261
19934256,DB01224,P33261
19934256,DB01232,P33261
19934256,DB01234,P33261
19934256,DB01241,P33261
19934256,DB01242,P33261
18803986,DB01259,P33261
19733976,DB01259,P33261
17627976,DB01274,P33261
10671910,DB01274,P33261
19515014,DB01283,P33261
19934256,DB01283,P33261
19934256,DB01296,P33261
18367977,DB01320,P33261
19617466,DB01320,P33261
17375979,DB01320,P33261
19515014,DB01355,P33261
8004130,DB01355,P33261
19934256,DB01355,P33261
11996013,DB01355,P33261
19934256,DB01361,P33261
19515014,DB01418,P33261
19515014,DB01424,P33261
19934256,DB01424,P33261
19515014,DB01435,P33261
19934256,DB01435,P33261
8801065,DB01435,P33261
19934256,DB01544,P33261
19934256,DB01558,P33261
19934256,DB01559,P33261
19934256,DB01589,P33261
19934256,DB01601,P33261
20615392,DB01621,P33261
19934256,DB01628,P33261
19934256,DB03783,P33261
19934256,DB04794,P33261
22266842,DB04871,P33261
16501008,DB04920,P33261
23729558,DB04938,P33261
19515014,DB05109,P33261
19934256,DB05109,P33261
19934256,DB05246,P33261
19356073,DB06204,P33261
23083110,DB06209,P33261
12065350,DB06268,P33261
20116625,DB06414,P33261
21142266,DB06414,P33261
19725591,DB06414,P33261
22170007,DB06626,P33261
23677771,DB06626,P33261
19934256,DB06697,P33261
18350255,DB06697,P33261
19934256,DB06712,P33261
19934256,DB06738,P33261
23428312,DB08864,P33261
19366684,DB00082,Q02928
17139284,DB00157,Q02928
17016423,DB00157,Q02928
11246504,DB00157,Q02928
19934256,DB00448,Q02928
9523352,DB00515,Q02928
19934256,DB00636,Q02928
19934256,DB00655,Q02928
12920490,DB00738,Q02928
11093772,DB00755,Q02928
19934256,DB00898,Q02928
19934256,DB01045,Q02928
19934256,DB01174,Q02928
19934256,DB01234,Q02928
16633717,DB04977,Q02928
14644446,DB00083,P60880
15222581,DB00083,P60880
15484814,DB00083,P60880
15749336,DB00083,P60880
16831062,DB00083,P60880
11752352,DB00083,P60880
15140914,DB00083,P62745
10666203,DB00086,P25116
10092828,DB00087,P31358
10366506,DB00087,P31358
10520035,DB00087,P31358
10573085,DB00087,P31358
10744652,DB00087,P31358
11752352,DB00087,P31358
19479612,DB00087,P31358
19343298,DB00087,P31358
11016653,DB00089,Q04609
15882479,DB00089,Q04609
9508077,DB00089,Q04609
9792131,DB00089,Q04609
11752352,DB00089,Q04609
17139284,DB00142,Q04609
17016423,DB00142,Q04609
11916141,DB00142,Q04609
15837926,DB00142,Q04609
15336276,DB00142,Q04609
10592235,DB06928,Q04609
10592235,DB07754,Q04609
17139284,DB00091,P49069
17016423,DB00091,P49069
20927389,DB00091,P49069
20674565,DB00091,P49069
20602248,DB00091,P49069
20637127,DB00091,P49069
17139284,DB00091,Q96LZ3
17016423,DB00091,Q96LZ3
20674565,DB00091,Q96LZ3
16641261,DB00091,P62937
16849427,DB00091,P62937
17461417,DB00091,P62937
17609268,DB00091,P62937
20637127,DB00091,P62937
20368803,DB00091,P62937
17139284,DB00172,P62937
17016423,DB00172,P62937
11752352,DB00172,P62937
17139284,DB01742,P62937
17016423,DB01742,P62937
10592235,DB01742,P62937
10592235,DB02419,P62937
17139284,DB03393,P62937
17016423,DB03393,P62937
10592235,DB03393,P62937
6238408,DB00091,P30405
17139284,DB00172,P30405
17016423,DB00172,P30405
10592235,DB02078,P30405
10592235,DB08168,P30405
19934256,DB00091,P24462
19934256,DB00091,P24462
19934256,DB00176,P24462
19934256,DB00176,P24462
19934256,DB00197,P24462
19934256,DB00197,P24462
19934256,DB00220,P24462
19934256,DB00220,P24462
19934256,DB00224,P24462
19934256,DB00224,P24462
19934256,DB00252,P24462
19934256,DB00252,P24462
19934256,DB00257,P24462
19934256,DB00257,P24462
19934256,DB00318,P24462
19934256,DB00318,P24462
19934256,DB00396,P24462
19934256,DB00396,P24462
19934256,DB00458,P24462
19934256,DB00458,P24462
19934256,DB00497,P24462
19934256,DB00497,P24462
19934256,DB00501,P24462
19934256,DB00501,P24462
19934256,DB00503,P24462
19934256,DB00503,P24462
19934256,DB00514,P24462
19934256,DB00514,P24462
19934256,DB00531,P24462
19934256,DB00531,P24462
19934256,DB00564,P24462
19934256,DB00564,P24462
19934256,DB00571,P24462
19934256,DB00571,P24462
16565171,DB00588,P24462
16565171,DB00588,P24462
19934256,DB00593,P24462
19934256,DB00593,P24462
19934256,DB00604,P24462
19934256,DB00604,P24462
19934256,DB00624,P24462
19934256,DB00624,P24462
19934256,DB00647,P24462
19934256,DB00647,P24462
19934256,DB00661,P24462
19934256,DB00661,P24462
19934256,DB00683,P24462
8185679,DB00683,P24462
8886602,DB00683,P24462
11996015,DB00683,P24462
19934256,DB00683,P24462
8185679,DB00683,P24462
8886602,DB00683,P24462
11996015,DB00683,P24462
19934256,DB00717,P24462
19934256,DB00717,P24462
11093772,DB00755,P24462
11093772,DB00755,P24462
19934256,DB00780,P24462
19934256,DB00780,P24462
19934256,DB00834,P24462
19934256,DB00834,P24462
19934256,DB00842,P24462
19934256,DB00842,P24462
19515014,DB00921,P24462
19515014,DB00921,P24462
19934256,DB00943,P24462
19934256,DB00943,P24462
19934256,DB01026,P24462
19934256,DB01026,P24462
19934256,DB01045,P24462
19934256,DB01045,P24462
19934256,DB01058,P24462
19934256,DB01058,P24462
19934256,DB01059,P24462
19934256,DB01059,P24462
19934256,DB01118,P24462
19934256,DB01118,P24462
19934256,DB01149,P24462
19934256,DB01149,P24462
10702888,DB01166,P24462
10702888,DB01166,P24462
19934256,DB01174,P24462
19934256,DB01174,P24462
19934256,DB01181,P24462
19934256,DB01181,P24462
19934256,DB01201,P24462
19934256,DB01201,P24462
19934256,DB01234,P24462
19934256,DB01234,P24462
19934256,DB01388,P24462
19934256,DB01388,P24462
19934256,DB01424,P24462
19934256,DB01424,P24462
19934256,DB01466,P24462
19934256,DB01466,P24462
19934256,DB01708,P24462
19934256,DB01708,P24462
9732390,DB04946,P24462
9732390,DB04946,P24462
17334880,DB05804,P24462
15985487,DB05804,P24462
15985487,DB05804,P24462
17334880,DB05804,P24462
15985487,DB05804,P24462
15985487,DB05804,P24462
19934256,DB00091,P20815
19934256,DB00175,P20815
19934256,DB00176,P20815
19934256,DB00197,P20815
18308836,DB00203,P20815
19934256,DB00206,P20815
19515014,DB00220,P20815
19934256,DB00220,P20815
19515014,DB00224,P20815
19934256,DB00224,P20815
19515014,DB00227,P20815
19515014,DB00238,P20815
19934256,DB00252,P20815
19934256,DB00278,P20815
19515014,DB00313,P20815
17575239,DB00317,P20815
18359012,DB00321,P20815
19934256,DB00343,P20815
19934256,DB00393,P20815
19934256,DB00394,P20815
19934256,DB00396,P20815
19515014,DB00404,P20815
19934256,DB00404,P20815
19934256,DB00444,P20815
10997938,DB00472,P20815
15640381,DB00490,P20815
19934256,DB00497,P20815
19934256,DB00499,P20815
19934256,DB00501,P20815
19934256,DB00502,P20815
19515014,DB00503,P20815
19934256,DB00503,P20815
19934256,DB00514,P20815
19733976,DB00530,P20815
17575239,DB00530,P20815
18496131,DB00531,P20815
18359012,DB00540,P20815
19934256,DB00541,P20815
19934256,DB00564,P20815
19934256,DB00571,P20815
20570945,DB00575,P20815
16565171,DB00588,P20815
20707410,DB00588,P20815
19934256,DB00593,P20815
19934256,DB00604,P20815
19934256,DB00608,P20815
19515014,DB00619,P20815
19934256,DB00619,P20815
19934256,DB00622,P20815
19934256,DB00624,P20815
19515014,DB00641,P20815
19934256,DB00641,P20815
19934256,DB00655,P20815
19515014,DB00661,P20815
19934256,DB00661,P20815
19515014,DB00675,P20815
19934256,DB00675,P20815
19934256,DB00678,P20815
19934256,DB00683,P20815
12814972,DB00683,P20815
7826796,DB00683,P20815
11996015,DB00683,P20815
15570183,DB00688,P20815
12859862,DB00694,P20815
19934256,DB00701,P20815
19934256,DB00717,P20815
19934256,DB00734,P20815
12920490,DB00738,P20815
19934256,DB00745,P20815
11093772,DB00755,P20815
19515014,DB00758,P20815
19934256,DB00758,P20815
19934256,DB00762,P20815
19934256,DB00773,P20815
19934256,DB00776,P20815
19934256,DB00780,P20815
19934256,DB00795,P20815
17554244,DB00802,P20815
15557344,DB00802,P20815
15731592,DB00802,P20815
19934256,DB00802,P20815
19934256,DB00813,P20815
19934256,DB00822,P20815
19515014,DB00829,P20815
19934256,DB00829,P20815
19934256,DB00834,P20815
19934256,DB00842,P20815
19934256,DB00862,P20815
19934256,DB00863,P20815
19934256,DB00864,P20815
19934256,DB00889,P20815
19934256,DB00897,P20815
19515014,DB00921,P20815
19934256,DB00943,P20815
19515014,DB00972,P20815
19934256,DB01026,P20815
19515014,DB01041,P20815
19934256,DB01045,P20815
19934256,DB01058,P20815
19934256,DB01059,P20815
19934256,DB01062,P20815
19515014,DB01076,P20815
19934256,DB01076,P20815
11038166,DB01076,P20815
15284534,DB01095,P20815
19934256,DB01098,P20815
19934256,DB01103,P20815
19934256,DB01115,P20815
19934256,DB01118,P20815
19934256,DB01126,P20815
19934256,DB01149,P20815
10702888,DB01166,P20815
19934256,DB01174,P20815
16702183,DB01181,P20815
19515014,DB01181,P20815
10348794,DB01181,P20815
19934256,DB01201,P20815
19934256,DB01218,P20815
19934256,DB01232,P20815
19934256,DB01234,P20815
19733976,DB01254,P20815
18556438,DB01254,P20815
18803986,DB01259,P20815
19733976,DB01259,P20815
11560868,DB01267,P20815
11560868,DB01267,P20815
15557344,DB01361,P20815
19934256,DB01388,P20815
15108219,DB04856,P20815
9732390,DB04946,P20815
16052551,DB04957,P20815
23645472,DB06228,P20815
18308836,DB06267,P20815
21651615,DB06335,P20815
21332626,DB06335,P20815
20690781,DB06335,P20815
23662974,DB06605,P20815
22170007,DB06626,P20815
23677771,DB06626,P20815
23686600,DB08865,P20815
23140245,DB08873,P20815
19934256,DB00091,P10632
19934256,DB00169,P10632
19934256,DB00175,P10632
19934256,DB00184,P10632
19934256,DB00188,P10632
18413310,DB00197,P10632
19934256,DB00197,P10632
19515014,DB00201,P10632
19934256,DB00201,P10632
19934256,DB00205,P10632
19934256,DB00208,P10632
19934256,DB00214,P10632
15998357,DB00227,P10632
15601807,DB00227,P10632
19934256,DB00227,P10632
19934256,DB00231,P10632
19515014,DB00250,P10632
19934256,DB00250,P10632
19934256,DB00252,P10632
21553654,DB00255,P10632
15601807,DB00257,P10632
19934256,DB00257,P10632
19934256,DB00277,P10632
19934256,DB00281,P10632
19934256,DB00295,P10632
19934256,DB00313,P10632
19934256,DB00316,P10632
19934256,DB00321,P10632
11259560,DB00321,P10632
19515014,DB00333,P10632
19934256,DB00333,P10632
19934256,DB00338,P10632
19934256,DB00342,P10632
19934256,DB00343,P10632
19934256,DB00347,P10632
9879636,DB00347,P10632
19934256,DB00359,P10632
19934256,DB00363,P10632
19934256,DB00370,P10632
19934256,DB00381,P10632
19934256,DB00396,P10632
21350850,DB00398,P10632
19515014,DB00402,P10632
15039299,DB00402,P10632
19515014,DB00412,P10632
19934256,DB00412,P10632
17558303,DB00418,P10632
15601807,DB00421,P10632
19934256,DB00421,P10632
17178259,DB00439,P10632
19515014,DB00439,P10632
19934256,DB00439,P10632
12433802,DB00439,P10632
19934256,DB00440,P10632
19934256,DB00446,P10632
19934256,DB00448,P10632
15601807,DB00451,P10632
15601807,DB00455,P10632
19934256,DB00455,P10632
19934256,DB00468,P10632
18413310,DB00471,P10632
15601807,DB00471,P10632
19934256,DB00471,P10632
15601807,DB00481,P10632
19934256,DB00481,P10632
19934256,DB00495,P10632
19934256,DB00501,P10632
15601807,DB00503,P10632
19934256,DB00503,P10632
19934256,DB00514,P10632
19733976,DB00530,P10632
16609030,DB00530,P10632
19934256,DB00531,P10632
19934256,DB00532,P10632
19934256,DB00533,P10632
19934256,DB00544,P10632
15601807,DB00549,P10632
19934256,DB00549,P10632
19934256,DB00554,P10632
14651727,DB00564,P10632
19934256,DB00564,P10632
19934256,DB00586,P10632
15601807,DB00603,P10632
19934256,DB00603,P10632
19934256,DB00604,P10632
19934256,DB00608,P10632
19934256,DB00613,P10632
11805197,DB00613,P10632
15155557,DB00613,P10632
9879636,DB00617,P10632
19934256,DB00622,P10632
19934256,DB00624,P10632
17178259,DB00641,P10632
15998357,DB00641,P10632
15601807,DB00641,P10632
19934256,DB00641,P10632
19934256,DB00647,P10632
19515014,DB00661,P10632
19934256,DB00661,P10632
19934256,DB00665,P10632
15601807,DB00675,P10632
19934256,DB00675,P10632
19934256,DB00678,P10632
19934256,DB00679,P10632
19515014,DB00682,P10632
19934256,DB00682,P10632
15570183,DB00688,P10632
19934256,DB00701,P10632
19934256,DB00705,P10632
19934256,DB00715,P10632
19934256,DB00738,P10632
19934256,DB00741,P10632
19934256,DB00748,P10632
11093772,DB00755,P10632
19934256,DB00758,P10632
15601807,DB00764,P10632
19934256,DB00764,P10632
19934256,DB00773,P10632
19934256,DB00780,P10632
19934256,DB00783,P10632
11159893,DB00783,P10632
11159893,DB00783,P10632
19934256,DB00784,P10632
19515014,DB00788,P10632
19934256,DB00788,P10632
19934256,DB00794,P10632
15601807,DB00796,P10632
19934256,DB00799,P10632
19934256,DB00814,P10632
19934256,DB00818,P10632
19934256,DB00829,P10632
19934256,DB00835,P10632
15365656,DB00836,P10632
19934256,DB00850,P10632
19515014,DB00857,P10632
19934256,DB00857,P10632
19934256,DB00897,P10632
19934256,DB00907,P10632
19934256,DB00908,P10632
19515014,DB00912,P10632
19934256,DB00912,P10632
12919179,DB00912,P10632
19934256,DB00916,P10632
12642466,DB00918,P10632
19515014,DB00921,P10632
19934256,DB00921,P10632
15601807,DB00938,P10632
19934256,DB00938,P10632
19934256,DB00945,P10632
19515014,DB00946,P10632
19934256,DB00946,P10632
19934256,DB00951,P10632
19515014,DB00972,P10632
15601807,DB00977,P10632
19934256,DB01007,P10632
19934256,DB01009,P10632
19934256,DB01015,P10632
18413310,DB01023,P10632
15601807,DB01023,P10632
19934256,DB01023,P10632
15601807,DB01026,P10632
19934256,DB01026,P10632
15601807,DB01029,P10632
19934256,DB01029,P10632
19934256,DB01032,P10632
19934256,DB01037,P10632
15601807,DB01039,P10632
19934256,DB01039,P10632
17639026,DB01045,P10632
19934256,DB01045,P10632
19934256,DB01050,P10632
23536207,DB01050,P10632
15601807,DB01062,P10632
19934256,DB01062,P10632
19934256,DB01076,P10632
11038166,DB01076,P10632
19934256,DB01079,P10632
10064574,DB01095,P10632
19663817,DB01095,P10632
11368292,DB01095,P10632
19515014,DB01095,P10632
19934256,DB01095,P10632
15601807,DB01115,P10632
19934256,DB01115,P10632
19515014,DB01118,P10632
19934256,DB01118,P10632
11038157,DB01118,P10632
19934256,DB01124,P10632
19614891,DB01132,P10632
16867170,DB01132,P10632
12642470,DB01132,P10632
19515014,DB01132,P10632
19934256,DB01132,P10632
19934256,DB01138,P10632
19934256,DB01156,P10632
19934256,DB01174,P10632
13677397,DB01174,P10632
16702183,DB01181,P10632
19934256,DB01181,P10632
19934256,DB01182,P10632
19934256,DB01183,P10632
19934256,DB01184,P10632
19515014,DB01198,P10632
19934256,DB01198,P10632
15039299,DB01198,P10632
19934256,DB01201,P10632
19934256,DB01218,P10632
19934256,DB01221,P10632
19934256,DB01229,P10632
23536207,DB01229,P10632
19934256,DB01232,P10632
19934256,DB01234,P10632
19934256,DB01241,P10632
22472994,DB01241,P10632
18803986,DB01259,P10632
19733976,DB01259,P10632
20590741,DB01261,P10632
12920163,DB01320,P10632
19934256,DB01361,P10632
19934256,DB01393,P10632
19934256,DB01394,P10632
19515014,DB01424,P10632
19934256,DB01424,P10632
19515014,DB01435,P10632
8681486,DB01435,P10632
15601807,DB01583,P10632
19934256,DB01698,P10632
14676196,DB03796,P10632
15601807,DB04216,P10632
19515014,DB04725,P10632
20810928,DB04868,P10632
19108785,DB04868,P10632
18827466,DB05229,P10632
21395357,DB06589,P10632
23488774,DB06589,P10632
19934256,DB06712,P10632
19934256,DB06729,P10632
19934256,DB06738,P10632
9065730,DB06770,P10632
9253143,DB06770,P10632
10592235,DB08607,P10632
22472908,DB08860,P10632
19934256,DB00091,P10635
19934256,DB00169,P10635
19934256,DB00175,P10635
8968657,DB00176,P10635
10774624,DB00176,P10635
19934256,DB00176,P10635
19934256,DB00182,P10635
9264312,DB00182,P10635
19934256,DB00184,P10635
11725960,DB00185,P10635
12608011,DB00185,P10635
19515014,DB00188,P10635
19934256,DB00188,P10635
19934256,DB00191,P10635
19934256,DB00193,P10635
19934256,DB00195,P10635
19934256,DB00201,P10635
19515014,DB00203,P10635
19934256,DB00203,P10635
19934256,DB00205,P10635
19515014,DB00208,P10635
19934256,DB00208,P10635
19934256,DB00209,P10635
19934256,DB00211,P10635
8968657,DB00215,P10635
19515014,DB00215,P10635
19515014,DB00216,P10635
19934256,DB00216,P10635
19934256,DB00220,P10635
19934256,DB00224,P10635
19934256,DB00227,P10635
19934256,DB00234,P10635
19515014,DB00238,P10635
19934256,DB00238,P10635
19934256,DB00245,P10635
19934256,DB00246,P10635
19934256,DB00257,P10635
19934256,DB00259,P10635
9681670,DB00264,P10635
19934256,DB00264,P10635
18691132,DB00268,P10635
19934256,DB00268,P10635
19934256,DB00276,P10635
19934256,DB00277,P10635
19934256,DB00281,P10635
19934256,DB00283,P10635
19515014,DB00285,P10635
19934256,DB00285,P10635
10192828,DB00285,P10635
16142049,DB00289,P10635
19445548,DB00289,P10635
19934256,DB00289,P10635
19934256,DB00295,P10635
19934256,DB00296,P10635
19934256,DB00297,P10635
19934256,DB00316,P10635
11095574,DB00316,P10635
19934256,DB00317,P10635
19817501,DB00318,P10635
6138234,DB00318,P10635
19934256,DB00318,P10635
8968657,DB00321,P10635
18359012,DB00321,P10635
9131945,DB00321,P10635
19515014,DB00321,P10635
19934256,DB00321,P10635
11259560,DB00321,P10635
19515014,DB00327,P10635
19934256,DB00327,P10635
15350163,DB00332,P10635
19515014,DB00333,P10635
19934256,DB00333,P10635
10511917,DB00334,P10635
19934256,DB00334,P10635
19934256,DB00336,P10635
19934256,DB00338,P10635
19934256,DB00342,P10635
9485522,DB00342,P10635
19934256,DB00343,P10635
19934256,DB00344,P10635
19934256,DB00356,P10635
10534312,DB00356,P10635
9141232,DB00356,P10635
19934256,DB00358,P10635
19934256,DB00361,P10635
19515014,DB00363,P10635
19934256,DB00363,P10635
11607047,DB00370,P10635
19934256,DB00370,P10635
10997935,DB00370,P10635
19934256,DB00373,P10635
15378559,DB00377,P10635
15102873,DB00377,P10635
16192915,DB00377,P10635
19934256,DB00379,P10635
9690950,DB00379,P10635
19934256,DB00381,P10635
19934256,DB00396,P10635
21350850,DB00398,P10635
19934256,DB00409,P10635
19934256,DB00412,P10635
19934256,DB00422,P10635
19515014,DB00425,P10635
19934256,DB00427,P10635
19934256,DB00433,P10635
11523064,DB00439,P10635
19934256,DB00448,P10635
15319333,DB00454,P10635
11502723,DB00455,P10635
19934256,DB00455,P10635
19934256,DB00458,P10635
9190854,DB00458,P10635
19934256,DB00468,P10635
18537577,DB00472,P10635
8968657,DB00472,P10635
16910628,DB00472,P10635
10774624,DB00472,P10635
19515014,DB00472,P10635
19934256,DB00472,P10635
19934256,DB00475,P10635
21366359,DB00476,P10635
19057238,DB00476,P10635
17121211,DB00476,P10635
19480470,DB00476,P10635
16910628,DB00477,P10635
10688273,DB00477,P10635
10901285,DB00477,P10635
11996015,DB00477,P10635
19934256,DB00477,P10635
12891223,DB00482,P10635
19934256,DB00482,P10635
19934256,DB00490,P10635
15640381,DB00490,P10635
16584282,DB00496,P10635
19934256,DB00497,P10635
15039299,DB00497,P10635
16910628,DB00502,P10635
10688273,DB00502,P10635
19934256,DB00502,P10635
19515014,DB00503,P10635
19934256,DB00503,P10635
19817501,DB00514,P10635
19515014,DB00514,P10635
19934256,DB00514,P10635
12401364,DB00514,P10635
11602530,DB00514,P10635
19934256,DB00521,P10635
9342584,DB00521,P10635
19934256,DB00528,P10635
19733976,DB00530,P10635
17575239,DB00530,P10635
19934256,DB00531,P10635
9190854,DB00532,P10635
18359012,DB00540,P10635
19515014,DB00540,P10635
19934256,DB00540,P10635
10354960,DB00540,P10635
