"Dataset","Number of the triple","Time"
"ddidpi","1650000","34.13570785522461"
"ddidpi","1660000","34.308706521987915"
"ddidpi","1670000","34.48270606994629"
"ddidpi","1680000","34.657697677612305"
"ddidpi","1690000","34.8267035484314"
"ddidpi","1700000","34.9992458820343"
"ddidpi","1710000","35.174248933792114"
"ddidpi","1720000","35.35524296760559"
"ddidpi","1730000","35.53224229812622"
"ddidpi","1740000","35.707234144210815"
"ddidpi","1750000","35.879239559173584"
"ddidpi","1760000","36.05523896217346"
"ddidpi","1770000","36.233237743377686"
"ddidpi","1780000","36.40823817253113"
"ddidpi","1790000","36.581236124038696"
"ddidpi","1800000","36.799235820770264"
"ddidpi","1810000","36.97122621536255"
"ddidpi","1820000","37.14223384857178"
"ddidpi","1830000","37.3142306804657"
"ddidpi","1840000","37.48622918128967"
"ddidpi","1850000","37.65823411941528"
"ddidpi","1860000","37.8322274684906"
"ddidpi","1870000","38.007219076156616"
"ddidpi","1880000","38.18821740150452"
"ddidpi","1890000","38.3682165145874"
"ddidpi","1900000","38.54121470451355"
"ddidpi","1910000","38.71122217178345"
"ddidpi","1920000","38.87921953201294"
"ddidpi","1930000","39.05121970176697"
"ddidpi","1940000","39.224217653274536"
"ddidpi","1950000","39.396209955215454"
"ddidpi","1960000","39.57321834564209"
"ddidpi","1970000","39.75020718574524"
"ddidpi","1980000","39.926214933395386"
"ddidpi","1990000","40.10021138191223"
"ddidpi","2000000","40.27420163154602"
"ddidpi","2010000","40.449209213256836"
"ddidpi","2020000","40.624208211898804"
"ddidpi","2030000","40.79820704460144"
"ddidpi","2040000","40.97619819641113"
"ddidpi","2050000","41.15320563316345"
"ddidpi","2060000","41.335203409194946"
"ddidpi","2070000","41.5072021484375"
"ddidpi","2080000","41.68219470977783"
"ddidpi","2090000","41.853193283081055"
"ddidpi","2100000","42.02419972419739"
"ddidpi","2110000","42.19518995285034"
"ddidpi","2120000","42.366201400756836"
"ddidpi","2130000","42.541194677352905"
"ddidpi","2140000","42.713194608688354"
"ddidpi","2150000","42.886192321777344"
"ddidpi","2160000","43.05924725532532"
"ddidpi","2170000","43.240190744400024"
"ddidpi","2180000","43.41718053817749"
"ddidpi","2190000","43.591285705566406"
"ddidpi","2200000","43.76327562332153"
"ddidpi","2210000","43.93529009819031"
"ddidpi","2220000","44.109347343444824"
"ddidpi","2230000","44.281296491622925"
"ddidpi","2240000","44.462297677993774"
"ddidpi","2250000","44.6413471698761"
"ddidpi","2260000","44.81428647041321"
"ddidpi","2270000","44.987292766571045"
"ddidpi","2280000","45.161293029785156"
"ddidpi","2290000","45.34628963470459"
"ddidpi","2300000","45.52928876876831"
"ddidpi","2310000","45.706287145614624"
"ddidpi","2320000","45.88128614425659"
"ddidpi","2330000","46.05834674835205"
"ddidpi","2340000","46.23527812957764"
"ddidpi","2350000","46.41035223007202"
"ddidpi","2360000","46.58527374267578"
"ddidpi","2370000","46.76227283477783"
"ddidpi","2380000","46.93634033203125"
"ddidpi","2390000","47.11027193069458"
"ddidpi","2400000","47.29227113723755"
"ddidpi","2410000","47.46928000450134"
"ddidpi","2420000","47.647273540496826"
"ddidpi","2430000","47.82127285003662"
"ddidpi","2440000","47.99727272987366"
"ddidpi","2450000","48.17327046394348"
"ddidpi","2460000","48.3492693901062"
"ddidpi","2470000","48.52526879310608"
"ddidpi","2480000","48.70026707649231"
"ddidpi","2490000","48.874265909194946"
"ddidpi","2500000","49.049317359924316"
"ddidpi","2510000","49.22825646400452"
"ddidpi","2520000","49.40825533866882"
"ddidpi","2530000","49.59026098251343"
"ddidpi","2540000","49.76825976371765"
"ddidpi","2550000","49.95125865936279"
"ddidpi","2560000","50.12826204299927"
"ddidpi","2570000","50.30725598335266"
"ddidpi","2580000","50.48225522041321"
"ddidpi","2590000","50.6582465171814"
"ddidpi","2600000","50.8333215713501"
"ddidpi","2610000","51.00725221633911"
"ddidpi","2620000","51.18725109100342"
"ddidpi","2630000","51.366249322891235"
"ddidpi","2640000","51.54524898529053"
"ddidpi","2650000","51.720250368118286"
"ddidpi","2660000","51.89623808860779"
"ddidpi","2670000","52.071247577667236"
"ddidpi","2680000","52.262235164642334"
"ddidpi","2690000","52.44123387336731"
"ddidpi","2700000","52.62523412704468"
"ddidpi","2710000","52.802239418029785"
"ddidpi","2720000","52.97924304008484"
"ddidpi","2730000","53.15623736381531"
"ddidpi","2740000","53.33422923088074"
"ddidpi","2750000","53.511290311813354"
"ddidpi","2760000","53.687233686447144"
"ddidpi","2770000","53.89022350311279"
"ddidpi","2780000","54.06623125076294"
"ddidpi","2790000","54.240230083465576"
"ddidpi","2800000","54.4142804145813"
"ddidpi","2810000","54.59523320198059"
"ddidpi","2820000","54.7772262096405"
"ddidpi","2830000","54.955225229263306"
"ddidpi","2840000","55.13121724128723"
"ddidpi","2850000","55.310227394104004"
"ddidpi","2860000","55.48522162437439"
"ddidpi","2870000","55.659220695495605"
"ddidpi","2880000","55.83922004699707"
"ddidpi","2890000","56.018218994140625"
"ddidpi","2900000","56.19220972061157"
"ddidpi","2910000","56.372215270996094"
"ddidpi","2920000","56.55221462249756"
"ddidpi","2930000","56.73420476913452"
"ddidpi","2940000","56.90926551818848"
"ddidpi","2950000","57.08421087265015"
"ddidpi","2960000","57.261210441589355"
"ddidpi","2970000","57.44521355628967"
"ddidpi","2980000","57.623207807540894"
"ddidpi","2990000","57.80020713806152"
"ddidpi","3000000","57.97819805145264"
"ddidpi","3010000","58.15225648880005"
"ddidpi","3020000","58.32420325279236"
"ddidpi","3030000","58.501203536987305"
"ddidpi","3040000","58.6791934967041"
"ddidpi","3050000","58.85919952392578"
"ddidpi","3060000","59.033252477645874"
"ddidpi","3070000","59.21619701385498"
"ddidpi","3080000","59.395188331604004"
"ddidpi","3090000","59.57659912109375"
"ddidpi","3100000","59.75459003448486"
"ddidpi","3110000","59.935611724853516"
"ddidpi","3120000","60.13961315155029"
"ddidpi","3130000","60.33118009567261"
"ddidpi","3140000","60.519129276275635"
"ddidpi","3150000","61.004117488861084"
"ddidpi","3160000","61.1441171169281"
"ddidpi","3170000","61.284127712249756"
"ddidpi","3180000","61.432175397872925"
"ddidpi","3190000","61.58012771606445"
"ddidpi","3200000","61.730114698410034"
"ddidpi","3210000","61.87212133407593"
"ddidpi","3220000","62.01312518119812"
"ddidpi","3230000","62.16111898422241"
"ddidpi","3240000","62.32111859321594"
"ddidpi","3250000","62.491116762161255"
"ddidpi","3260000","62.70610857009888"
"ddidpi","3270000","62.907113790512085"
"ddidpi","3280000","63.07211399078369"
"ddidpi","3290000","63.22211217880249"
